Time[ms];"IL.FB([Axis1] Current feedback)[Arms]";"VL.CMD([Axis1] Velocity command)[mm/s]";"VL.FB([Axis1] Velocity feedback)[mm/s]";"PL.ERR([Axis1] Position error)[mm]";"PL.FB([Axis1] Position feedback)[mm]";"IL.BUSFF([Axis1] External feed-forward)[Arms]";;;;#ParentName;#Name;#Type;#Value
23,125;1,172;182,021;133,862;0,572;2,346;0;;;;XYTraceSource[3];XDataColumnIndex;Integer;4
23,75;1,255;185,013;136,321;0,593;2,434;0;;;;XYTraceSource[3];Name;String;[Axis1] Position error
24,375;1,319;189,514;136,053;0,626;2,517;0;;;;XYTraceSource[3];Unit;String;mm
25;1,421;192,505;140,915;0,646;2,606;0;;;;XYTraceSource[3];DeviceName;String;"PL.ERR"
25,625;1,468;197,01;143,756;0,68;2,695;0;;;;XYTraceSource[3];FilterRequired;Boolean;False
26,25;1,56;199,998;151,039;0,7;2,788;0;;;;XYTraceSource[3];FilterFrequency;Integer;400
26,875;1,623;204,487;154,874;0,731;2,885;0;;;;XYTraceSources;XYTraceSource[4];Group;
27,5;1,651;207,469;162,472;0,749;2,985;0;;;;XYTraceSource[4];XDataColumnIndex;Integer;0
28,125;1,715;211,929;168,73;0,774;3,092;0;;;;XYTraceSource[4];XDataColumnIndex;Integer;5
28,75;1,737;214,889;175,997;0,788;3,2;0;;;;XYTraceSource[4];Name;String;[Axis1] Position feedback
29,375;1,805;219,318;185,711;0,807;3,316;0;;;;XYTraceSource[4];Unit;String;mm
30;1,802;222,268;186,833;0,819;3,433;0;;;;XYTraceSource[4];DeviceName;String;"PL.FB"
30,625;1,837;226,685;193,913;0,836;3,554;0;;;;XYTraceSource[4];FilterRequired;Boolean;False
31,25;1,847;229,624;198,902;0,845;3,678;0;;;;XYTraceSource[4];FilterFrequency;Integer;400
31,875;1,809;234,042;199,863;0,862;3,803;0;;;;XYTraceSources;XYTraceSource[5];Group;
32,5;1,857;236,989;201,351;0,874;3,928;0;;;;XYTraceSource[5];XDataColumnIndex;Integer;0
33,125;1,837;241,425;201,93;0,894;4,055;0;;;;XYTraceSource[5];XDataColumnIndex;Integer;6
33,75;1,94;244,392;201,306;0,909;4,181;0;;;;XYTraceSource[5];Name;String;[Axis1] External feed-forward
34,375;1,976;248,834;205,315;0,931;4,308;0;;;;XYTraceSource[5];Unit;String;Arms
35;2,038;251,802;211,11;0,947;4,441;0;;;;XYTraceSource[5];DeviceName;String;"IL.BUSFF"
35,625;2,096;256,237;215,809;0,967;4,574;0;;;;XYTraceSource[5];FilterRequired;Boolean;False
36,25;2,096;259,191;222,867;0,979;4,716;0;;;;XYTraceSource[5];FilterFrequency;Integer;400
36,875;2,213;262,979;231,931;0,994;4,857;0;;;;;;;
37,5;2,212;262,994;244,786;0,997;5,013;0;;;;;;;
38,125;2,251;262,991;253,776;0,996;5,169;0;;;;;;;
38,75;2,177;262,97;259,584;0,992;5,333;0;;;;;;;
39,375;2,077;262,91;271,611;0,98;5,502;0;;;;;;;
40;1,963;262,81;292,305;0,96;5,682;0;;;;;;;
40,625;1,812;262,653;292,469;0,929;5,868;0;;;;;;;
41,25;1,753;262,559;288,39;0,91;6,045;0;;;;;;;
41,875;1,7;262,44;275,368;0,886;6,221;0;;;;;;;
42,5;1,749;262,402;262,607;0,879;6,384;0;;;;;;;
43,125;1,797;262,362;255,198;0,871;6,544;0;;;;;;;
43,75;1,87;262,366;248,728;0,872;6,701;0;;;;;;;
44,375;1,96;262,392;239,394;0,877;6,849;0;;;;;;;
45;2,034;262,424;238,178;0,883;7,001;0;;;;;;;
45,625;2,04;262,411;259,013;0,881;7,16;0;;;;;;;
46,25;2,016;262,374;265,238;0,873;7,327;0;;;;;;;
46,875;1,961;262,313;272,143;0,861;7,494;0;;;;;;;
47,5;1,905;262,248;278,207;0,848;7,668;0;;;;;;;
48,125;1,824;256,579;295,54;0,815;7,853;0;;;;;;;
48,75;1,714;253,555;306,338;0,784;8,042;0;;;;;;;
49,375;1,629;248,966;318,815;0,727;8,242;0;;;;;;;
50;1,463;245,889;318,53;0,686;8,441;0;;;;;;;
50,625;1,372;241,281;309,351;0,625;8,634;0;;;;;;;
51,25;1,187;238,251;288,646;0,593;8,816;0;;;;;;;
51,875;1,145;233,795;258,418;0,562;8,977;0;;;;;;;
52,5;1,179;230,882;230,988;0,554;9,123;0;;;;;;;
53,125;1,254;226,587;211,674;0,556;9,256;0;;;;;;;
53,75;1,466;223,738;205,17;0,56;9,382;0;;;;;;;
54,375;1,541;219,44;211,862;0,561;9,517;0;;;;;;;
55;1,669;216,551;221,747;0,557;9,654;0;;;;;;;
55,625;1,578;212,141;230,999;0,536;9,799;0;;;;;;;
56,25;1,533;209,18;240,755;0,517;9,95;0;;;;;;;
56,875;1,437;204,695;243,504;0,481;10,101;0;;;;;;;
57,5;1,31;201,705;243,462;0,457;10,256;0;;;;;;;
58,125;1,247;197,199;244,102;0,417;10,406;0;;;;;;;
58,75;1,088;194,19;240,508;0,389;10,56;0;;;;;;;
59,375;1,021;189,675;243,597;0,347;10,71;0;;;;;;;
60;0,923;186,648;239,685;0,315;10,859;0;;;;;;;
60,625;0,848;182,147;231,11;0,276;11,005;0;;;;;;;
61,25;0,816;179,147;220,637;0,25;11,139;0;;;;;;;
61,875;0,79;174,678;211,685;0,217;11,276;0;;;;;;;
62,5;0,815;171,709;203,386;0,197;11,4;0;;;;;;;
63,125;0,809;167,256;198,733;0,167;11,527;0;;;;;;;
63,75;0,824;164,309;190,952;0,152;11,646;0;;;;;;;
64,375;0,814;159,867;187,6;0,124;11,763;0;;;;;;;
65;0,799;156,924;180,071;0,11;11,878;0;;;;;;;
65,625;0,778;152,521;174,99;0,09;11,984;0;;;;;;;
66,25;0,772;149,588;167,918;0,077;12,094;0;;;;;;;
66,875;0,748;145,207;161,258;0,062;12,193;0;;;;;;;
67,5;0,731;142,286;155,304;0,051;12,291;0;;;;;;;
68,125;0,734;137,932;149,293;0,041;12,384;0;;;;;;;
68,75;0,715;135,035;138,081;0,036;12,47;0;;;;;;;
69,375;0,761;130,7;136,971;0,03;12,557;0;;;;;;;
70;0,74;127,81;133,242;0,025;12,638;0;;;;;;;
70,625;0,79;123,481;124,978;0,02;12,719;0;;;;;;;
71,25;0,781;120,593;124,689;0,017;12,795;0;;;;;;;
71,875;0,816;116,249;123,653;0,009;12,873;0;;;;;;;
72,5;0,817;113,361;119,463;0,005;12,948;0;;;;;;;
73,125;0,775;109,005;118,778;-0,005;13,022;0;;;;;;;
73,75;0,802;106,106;115,995;-0,011;13,094;0;;;;;;;
74,375;0,746;101,748;113,099;-0,022;13,164;0;;;;;;;
75;0,772;98,848;108,272;-0,028;13,232;0;;;;;;;
75,625;0,73;94,513;100,331;-0,034;13,295;0;;;;;;;
76,25;0,749;91,624;97,234;-0,038;13,356;0;;;;;;;
76,875;0,764;87,295;92,31;-0,043;13,414;0;;;;;;;
77,5;0,731;84,408;87,807;-0,047;13,469;0;;;;;;;
78,125;0,781;80,075;85,732;-0,053;13,522;0;;;;;;;
78,75;0,714;77,185;83,165;-0,057;13,575;0;;;;;;;
79,375;0,759;72,847;81,084;-0,064;13,626;0;;;;;;;
80;0,712;69,961;75,746;-0,067;13,673;0;;;;;;;
80,625;0,715;65,622;72,442;-0,074;13,719;0;;;;;;;
81,25;0,707;62,734;69,361;-0,078;13,762;0;;;;;;;
81,875;0,65;58,405;64,741;-0,083;13,802;0;;;;;;;
82,5;0,7;55,52;58,577;-0,086;13,84;0;;;;;;;
83,125;0,643;51,186;57,99;-0,092;13,877;0;;;;;;;
83,75;0,686;48,305;52,355;-0,094;13,909;0;;;;;;;
84,375;0,641;43,972;51,25;-0,1;13,942;0;;;;;;;
85;0,638;41,086;47,591;-0,104;13,972;0;;;;;;;
85,625;0,633;36,749;45,133;-0,11;13,999;0;;;;;;;
86,25;0,59;33,858;43,232;-0,114;14,026;0;;;;;;;
86,875;0,63;29,517;39,709;-0,122;14,051;0;;;;;;;
87,5;0,571;26,618;37,61;-0,128;14,076;0;;;;;;;
88,125;0,613;22,267;36,029;-0,137;14,097;0;;;;;;;
88,75;0,55;19,362;34,621;-0,144;14,119;0;;;;;;;
89,375;0,529;14,999;32,874;-0,156;14,14;0;;;;;;;
90;0,528;12,097;26,85;-0,163;14,156;0;;;;;;;
90,625;0,459;7,727;25,804;-0,176;14,173;0;;;;;;;
91,25;0,494;4,823;20,897;-0,183;14,184;0;;;;;;;
91,875;0,434;0,457;15,866;-0,195;14,196;0;;;;;;;
92,5;0,407;-1,018;18,119;-0,203;14,206;0;;;;;;;
93,125;0,345;-1,063;8,698;-0,212;14,212;0;;;;;;;
93,75;0,342;-1,072;4,061;-0,214;14,215;0;;;;;;;
94,375;0,38;-1,066;-2,165;-0,213;14,212;0;;;;;;;
95;0,346;-1,067;-1,875;-0,213;14,213;0;;;;;;;
95,625;0,418;-1,059;-0,648;-0,211;14,211;0;;;;;;;
96,25;0,368;-1,064;-0,454;-0,212;14,212;0;;;;;;;
96,875;0,412;-1,057;0,559;-0,211;14,212;0;;;;;;;
97,5;0,398;-1,061;-1,563;-0,212;14,211;0;;;;;;;
98,125;0,385;-1,055;-0,163;-0,211;14,21;0;;;;;;;
98,75;0,415;-1,056;1,03;-0,211;14,21;0;;;;;;;
99,375;0,36;-1,061;1,511;-0,212;14,212;0;;;;;;;
100;0,414;-1,059;1,251;-0,211;14,212;0;;;;;;;
100,625;0,354;-1,067;1,036;-0,213;14,213;0;;;;;;;
101,25;0,39;-1,064;0,314;-0,212;14,213;0;;;;;;;
101,875;0,394;-1,062;-1,468;-0,212;14,211;0;;;;;;;
102,5;0,344;-1,065;0,66;-0,212;14,214;0;;;;;;;
103,125;0,413;-1,062;-1,1;-0,212;14,211;0;;;;;;;
103,75;0,349;-1,066;0,325;-0,213;14,213;0;;;;;;;
104,375;0,41;-1,062;0,327;-0,212;14,212;0;;;;;;;
105;0,35;-1,068;1,758;-0,213;14,212;0;;;;;;;
105,625;0,376;-1,061;0,557;-0,212;14,213;0;;;;;;;
106,25;0,38;-1,065;-0,125;-0,213;14,212;0;;;;;;;
106,875;0,347;-1,067;2,344;-0,213;14,213;0;;;;;;;
107,5;0,391;-1,063;0,059;-0,212;14,213;0;;;;;;;
108,125;0,35;-1,065;-0,046;-0,213;14,213;0;;;;;;;
108,75;0,397;-1,064;-1,068;-0,212;14,213;0;;;;;;;
109,375;0,368;-1,072;1,176;-0,214;14,213;0;;;;;;;
110;0,368;-1,068;0,338;-0,213;14,213;0;;;;;;;
110,625;0,383;-1,069;0,187;-0,213;14,212;0;;;;;;;
111,25;0,342;-1,067;-0,283;-0,213;14,214;0;;;;;;;
111,875;0,393;-1,069;0,619;-0,213;14,212;0;;;;;;;
112,5;0,335;-1,064;-0,86;-0,212;14,214;0;;;;;;;
113,125;0,39;-1,062;-0,422;-0,212;14,212;0;;;;;;;
113,75;0,363;-1,065;-0,637;-0,213;14,212;0;;;;;;;
114,375;0,36;-1,063;1,795;-0,212;14,214;0;;;;;;;
115;0,381;-1,062;-1,572;-0,212;14,212;0;;;;;;;
115,625;0,334;-1,067;0,237;-0,213;14,214;0;;;;;;;
116,25;0,387;-1,066;0,59;-0,213;14,212;0;;;;;;;
116,875;0,33;-1,07;1,726;-0,214;14,214;0;;;;;;;
117,5;0,385;-1,069;-0,844;-0,213;14,213;0;;;;;;;
118,125;0,352;-1,075;0,984;-0,215;14,214;0;;;;;;;
118,75;0,338;-1,077;0,629;-0,215;14,214;0;;;;;;;
119,375;0,379;-1,074;0,824;-0,214;14,213;0;;;;;;;
120;0,327;-1,072;-0,387;-0,214;14,214;0;;;;;;;
120,625;0,383;-1,071;2,299;-0,214;14,213;0;;;;;;;
121,25;0,313;-1,073;0,291;-0,214;14,214;0;;;;;;;
121,875;0,38;-1,061;-0,659;-0,212;14,212;0;;;;;;;
122,5;0,356;-1,07;0,361;-0,214;14,212;0;;;;;;;
123,125;0,339;-1,068;1,748;-0,213;14,213;0;;;;;;;
123,75;0,365;-1,064;1,75;-0,212;14,213;0;;;;;;;
124,375;0,316;-1,068;-0,795;-0,213;14,214;0;;;;;;;
125;0,372;-1,063;1,691;-0,212;14,213;0;;;;;;;
125,625;0,319;-1,073;0,163;-0,214;14,214;0;;;;;;;
126,25;0,347;-1,071;0,751;-0,214;14,214;0;;;;;;;
126,875;0,347;-1,075;-0,482;-0,215;14,213;0;;;;;;;
127,5;0,308;-1,073;-0,01;-0,214;14,214;0;;;;;;;
128,125;0,364;-1,07;-0,3;-0,214;14,212;0;;;;;;;
128,75;0,297;-1,068;1,217;-0,213;14,214;0;;;;;;;
129,375;0,372;-1,067;-0,527;-0,213;14,212;0;;;;;;;
130;0,316;-1,073;0,989;-0,214;14,213;0;;;;;;;
130,625;0,332;-1,07;-0,099;-0,214;14,214;0;;;;;;;
131,25;0,332;-1,069;0,903;-0,213;14,214;0;;;;;;;
131,875;0,308;-1,067;-1,889;-0,213;14,214;0;;;;;;;
132,5;0,357;-1,066;0,359;-0,213;14,213;0;;;;;;;
133,125;0,307;-1,067;-0,451;-0,213;14,214;0;;;;;;;
133,75;0,356;-1,069;1,435;-0,213;14,214;0;;;;;;;
134,375;0,322;-1,072;-0,175;-0,214;14,214;0;;;;;;;
135;0,334;-1,071;-0,133;-0,214;14,214;0;;;;;;;
135,625;0,341;-1,075;-0,395;-0,215;14,213;0;;;;;;;
136,25;0,297;-1,071;-1,671;-0,214;14,214;0;;;;;;;
136,875;0,347;-1,077;2,187;-0,215;14,214;0;;;;;;;
137,5;0,296;-1,075;-0,392;-0,215;14,215;0;;;;;;;
138,125;0,351;-1,069;0,615;-0,213;14,214;0;;;;;;;
138,75;0,315;-1,074;1,658;-0,214;14,215;0;;;;;;;
139,375;0,313;-1,072;-0,72;-0,214;14,215;0;;;;;;;
140;0,344;-1,068;-0,762;-0,213;14,213;0;;;;;;;
140,625;0,289;-1,071;-0,465;-0,214;14,215;0;;;;;;;
141,25;0,35;-1,069;-1,581;-0,213;14,213;0;;;;;;;
141,875;0,296;-1,075;0,795;-0,215;14,215;0;;;;;;;
142,5;0,331;-1,07;-0,747;-0,214;14,215;0;;;;;;;
143,125;0,3;-1,075;0,172;-0,215;14,214;0;;;;;;;
143,75;0,292;-1,077;0,914;-0,215;14,214;0;;;;;;;
144,375;0,329;-1,082;1,128;-0,216;14,214;0;;;;;;;
145;0,269;-1,076;-0,527;-0,215;14,216;0;;;;;;;
145,625;0,339;-1,073;0,121;-0,214;14,214;0;;;;;;;
146,25;0,283;-1,08;0,5;-0,215;14,215;0;;;;;;;
146,875;0,317;-1,075;-0,204;-0,215;14,215;0;;;;;;;
147,5;0,308;-1,08;0,549;-0,216;14,215;0;;;;;;;
148,125;0,278;-1,076;-0,411;-0,215;14,215;0;;;;;;;
148,75;0,325;-1,071;0,92;-0,214;14,214;0;;;;;;;
149,375;0,269;-1,077;0,629;-0,215;14,216;0;;;;;;;
150;0,33;-1,074;-0,084;-0,214;14,215;0;;;;;;;
150,625;0,284;-1,077;-1,621;-0,215;14,215;0;;;;;;;
151,25;0,3;-1,078;0,4;-0,215;14,216;0;;;;;;;
151,875;0,305;-1,078;-1,706;-0,215;14,214;0;;;;;;;
152,5;0,266;-1,081;1,904;-0,216;14,216;0;;;;;;;
153,125;0,317;-1,081;0,914;-0,216;14,215;0;;;;;;;
153,75;0,274;-1,077;0,715;-0,215;14,216;0;;;;;;;
154,375;0,317;-1,076;-0,322;-0,215;14,215;0;;;;;;;
155;0,267;-1,085;1,932;-0,217;14,216;0;;;;;;;
155,625;0,286;-1,071;-1,23;-0,214;14,215;0;;;;;;;
156,25;0,296;-1,078;0,355;-0,215;14,214;0;;;;;;;
156,875;0,259;-1,078;0,565;-0,215;14,217;0;;;;;;;
157,5;0,31;-1,079;-0,652;-0,215;14,215;0;;;;;;;
158,125;0,254;-1,081;1,464;-0,216;14,216;0;;;;;;;
158,75;0,318;-1,077;0,271;-0,215;14,215;0;;;;;;;
159,375;0,271;-1,08;-1,782;-0,216;14,215;0;;;;;;;
160;0,276;-1,079;1,37;-0,215;14,216;0;;;;;;;
160,625;0,305;-1,08;-1,117;-0,216;14,215;0;;;;;;;
161,25;0,255;-1,079;1,319;-0,215;14,216;0;;;;;;;
161,875;0,31;-1,079;-2,207;-0,215;14,214;0;;;;;;;
162,5;0,249;-1,083;-0,431;-0,216;14,215;0;;;;;;;
163,125;0,304;-1,076;-0,355;-0,215;14,214;0;;;;;;;
163,75;0,278;-1,079;-0,349;-0,215;14,215;0;;;;;;;
164,375;0,262;-1,072;-0,113;-0,214;14,215;0;;;;;;;
165;0,296;-1,074;0,804;-0,214;14,214;0;;;;;;;
165,625;0,25;-1,076;0;-0,215;14,216;0;;;;;;;
166,25;0,3;-1,076;-0,035;-0,215;14,215;0;;;;;;;
166,875;0,251;-1,077;-0,231;-0,215;14,215;0;;;;;;;
167,5;0,283;-1,078;1,641;-0,215;14,216;0;;;;;;;
168,125;0,266;-1,084;1,184;-0,216;14,216;0;;;;;;;
168,75;0,249;-1,087;1,371;-0,217;14,217;0;;;;;;;
169,375;0,289;-1,079;-0,998;-0,215;14,214;0;;;;;;;
170;0,232;-1,086;1,444;-0,217;14,216;0;;;;;;;
170,625;0,3;-1,08;-1,028;-0,215;14,214;0;;;;;;;
171,25;0,228;-1,085;-0,054;-0,217;14,217;0;;;;;;;
171,875;0,266;-1,084;0,996;-0,216;14,216;0;;;;;;;
172,5;0,259;-1,081;-2,289;-0,216;14,215;0;;;;;;;
173,125;0,237;-1,076;0,062;-0,215;14,216;0;;;;;;;
173,75;0,278;-1,078;0,529;-0,215;14,215;0;;;;;;;
174,375;0,232;-1,079;0,552;-0,215;14,217;0;;;;;;;
175;0,284;-1,077;-1,568;-0,215;14,215;0;;;;;;;
175,625;0,232;-1,082;0,19;-0,216;14,215;0;;;;;;;
176,25;0,258;-1,079;1,733;-0,215;14,216;0;;;;;;;
176,875;0,252;-1,084;1,298;-0,216;14,215;0;;;;;;;
177,5;0,229;-1,081;-0,429;-0,216;14,216;0;;;;;;;
178,125;0,27;-1,083;0,793;-0,216;14,215;0;;;;;;;
178,75;0,218;-1,083;1,486;-0,216;14,217;0;;;;;;;
179,375;0,267;-1,078;-0,276;-0,215;14,216;0;;;;;;;
180;0,232;-1,082;-0,008;-0,216;14,216;0;;;;;;;
180,625;0,243;-1,08;-0,382;-0,216;14,217;0;;;;;;;
181,25;0,252;-1,079;0,675;-0,215;14,215;0;;;;;;;
181,875;0,215;-1,076;-1,221;-0,215;14,217;0;;;;;;;
182,5;0,266;-1,08;0,29;-0,215;14,215;0;;;;;;;
183,125;0,211;-1,085;0,509;-0,217;14,217;0;;;;;;;
183,75;0,262;-1,079;-1,448;-0,215;14,216;0;;;;;;;
184,375;0,224;-1,087;2,346;-0,217;14,216;0;;;;;;;
185;0,243;-1,083;-0,107;-0,216;14,217;0;;;;;;;
185,625;0,26;-1,086;0,544;-0,217;14,216;0;;;;;;;
186,25;0,206;-1,087;-0,799;-0,217;14,216;0;;;;;;;
186,875;0,254;-1,08;0,018;-0,216;14,215;0;;;;;;;
187,5;0,205;-1,085;1,104;-0,217;14,217;0;;;;;;;
188,125;0,249;-1,077;-0,557;-0,215;14,216;0;;;;;;;
188,75;0,226;-1,085;0,805;-0,217;14,216;0;;;;;;;
189,375;0,225;-1,082;0,781;-0,216;14,217;0;;;;;;;
190;0,262;-1,084;1,672;-0,216;14,216;0;;;;;;;
190,625;0,205;-1,083;-0,631;-0,216;14,218;0;;;;;;;
191,25;0,248;-1,083;0,6;-0,216;14,217;0;;;;;;;
191,875;0,196;-1,084;-1,146;-0,216;14,217;0;;;;;;;
192,5;0,236;-1,082;-1,028;-0,216;14,217;0;;;;;;;
193,125;0,218;-1,091;1,587;-0,218;14,217;0;;;;;;;
193,75;0,199;-1,088;-2,244;-0,217;14,216;0;;;;;;;
194,375;0,248;-1,088;0,384;-0,217;14,216;0;;;;;;;
195;0,187;-1,092;0,715;-0,218;14,217;0;;;;;;;
195,625;0,254;-1,083;0,535;-0,216;14,217;0;;;;;;;
196,25;0,194;-1,09;0,253;-0,218;14,218;0;;;;;;;
196,875;0,222;-1,085;1,133;-0,217;14,218;0;;;;;;;
197,5;0,207;-1,087;-0,099;-0,217;14,216;0;;;;;;;
198,125;0,188;-1,081;-0,587;-0,216;14,217;0;;;;;;;
198,75;0,236;-1,078;-0,616;-0,215;14,215;0;;;;;;;
199,375;0,181;-1,085;-0,748;-0,217;14,217;0;;;;;;;
200;0,239;-1,08;-1,19;-0,216;14,215;0;;;;;;;
200,625;0,184;-1,088;0,051;-0,217;14,216;0;;;;;;;
201,25;0,207;-1,086;2,393;-0,217;14,217;0;;;;;;;
201,875;0,209;-1,092;-0,163;-0,218;14,217;0;;;;;;;
202,5;0,172;-1,092;-0,359;-0,218;14,218;0;;;;;;;
203,125;0,235;-1,088;0,318;-0,217;14,216;0;;;;;;;
203,75;0,18;-1,092;-1,186;-0,218;14,217;0;;;;;;;
204,375;0,232;-1,085;-0,023;-0,217;14,216;0;;;;;;;
205;0,19;-1,09;0,21;-0,218;14,217;0;;;;;;;
205,625;0,199;-1,088;-0,348;-0,217;14,217;0;;;;;;;
206,25;0,211;-1,091;-0,005;-0,218;14,217;0;;;;;;;
206,875;0,165;-1,085;0,313;-0,217;14,219;0;;;;;;;
207,5;0,216;-1,083;-1,086;-0,216;14,217;0;;;;;;;
208,125;0,165;-1,087;0,886;-0,217;14,217;0;;;;;;;
208,75;0,217;-1,084;0,187;-0,216;14,217;0;;;;;;;
209,375;0,182;-1,088;-0,367;-0,217;14,217;0;;;;;;;
210;0,192;-1,088;-0,809;-0,217;14,218;0;;;;;;;
210,625;0,21;-1,088;-0,391;-0,217;14,217;0;;;;;;;
211,25;0,161;-1,09;-1,057;-0,218;14,218;0;;;;;;;
211,875;0,214;-1,087;-0,053;-0,217;14,217;0;;;;;;;
212,5;0,158;-1,088;-0,944;-0,217;14,217;0;;;;;;;
213,125;0,202;-1,085;0,086;-0,217;14,217;0;;;;;;;
213,75;0,18;-1,088;-0,328;-0,217;14,216;0;;;;;;;
214,375;0,173;-1,083;1,156;-0,216;14,217;0;;;;;;;
215;0,203;-1,083;-0,351;-0,216;14,217;0;;;;;;;
215,625;0,15;-1,083;-0,771;-0,216;14,218;0;;;;;;;
216,25;0,206;-1,081;-1,006;-0,216;14,216;0;;;;;;;
216,875;0,154;-1,088;1,315;-0,217;14,217;0;;;;;;;
217,5;0,183;-1,084;-1,201;-0,216;14,217;0;;;;;;;
218,125;0,171;-1,093;0,684;-0,218;14,217;0;;;;;;;
218,75;0,154;-1,088;-1,465;-0,217;14,217;0;;;;;;;
219,375;0,194;-1,085;-0,551;-0,217;14,217;0;;;;;;;
220;0,149;-1,09;0,686;-0,218;14,218;0;;;;;;;
220,625;0,205;-1,084;-0,173;-0,216;14,215;0;;;;;;;
221,25;0,148;-1,088;-0,066;-0,217;14,216;0;;;;;;;
221,875;0,182;-1,082;2,776;-0,216;14,216;0;;;;;;;
222,5;0,175;-1,084;-1,698;-0,216;14,215;0;;;;;;;
223,125;0,149;-1,077;1,591;-0,215;14,216;0;;;;;;;
223,75;0,19;-1,078;-0,029;-0,215;14,215;0;;;;;;;
224,375;0,148;-1,078;-1,556;-0,215;14,216;0;;;;;;;
225;0,201;-1,078;-1,14;-0,215;14,214;0;;;;;;;
225,625;0,156;-1,081;0,601;-0,216;14,215;0;;;;;;;
226,25;0,167;-1,075;-0,769;-0,215;14,216;0;;;;;;;
226,875;0,184;-1,082;-0,659;-0,216;14,214;0;;;;;;;
