Time[ms];"IL.FB([Axis1] Current feedback)[Arms]";"VL.CMD([Axis1] Velocity command)[mm/s]";"VL.FB([Axis1] Velocity feedback)[mm/s]";"PL.ERR([Axis1] Position error)[mm]";"PL.FB([Axis1] Position feedback)[mm]";"IL.BUSFF([Axis1] External feed-forward)[Arms]";;;;#ParentName;#Name;#Type;#Value
571,875;0,808;186,731;235,991;0,332;10,861;0;;;;;;;
572,5;0,774;182,203;229,644;0,287;11,001;0;;;;;;;
573,125;0,716;179,221;219,606;0,265;11,141;0;;;;;;;
573,75;0,74;174,74;210,148;0,229;11,27;0;;;;;;;
574,375;0,738;171,776;202,503;0,21;11,398;0;;;;;;;
575;0,737;167,333;197,871;0,183;11,522;0;;;;;;;
575,625;0,739;164,384;188,834;0,167;11,639;0;;;;;;;
576,25;0,733;159,976;184,958;0,146;11,758;0;;;;;;;
576,875;0,737;157,023;180,756;0,129;11,868;0;;;;;;;
577,5;0,722;152,625;175,754;0,11;11,98;0;;;;;;;
578,125;0,708;149,691;166,731;0,098;12,084;0;;;;;;;
578,75;0,675;145,303;161,65;0,081;12,184;0;;;;;;;
579,375;0,67;142,389;156,079;0,072;12,284;0;;;;;;;
580;0,631;138,023;146,565;0,059;12,374;0;;;;;;;
580,625;0,667;135,135;139,428;0,056;12,463;0;;;;;;;
581,25;0,667;130,785;133,3;0,046;12,545;0;;;;;;;
581,875;0,716;127,91;127,214;0,045;12,626;0;;;;;;;
582,5;0,72;123,579;126,337;0,04;12,703;0;;;;;;;
583,125;0,727;120,704;122,218;0,039;12,779;0;;;;;;;
583,75;0,761;116,375;119,127;0,034;12,855;0;;;;;;;
584,375;0,718;113,484;118,037;0,029;12,927;0;;;;;;;
585;0,76;109,153;115,892;0,024;13,002;0;;;;;;;
585,625;0,706;106,247;114,742;0,017;13,072;0;;;;;;;
586,25;0,735;101,907;111,163;0,01;13,142;0;;;;;;;
586,875;0,709;99,007;105,139;0,003;13,207;0;;;;;;;
587,5;0,694;94,673;99,154;-0,003;13,27;0;;;;;;;
588,125;0,709;91,781;94,715;-0,007;13,33;0;;;;;;;
588,75;0,684;87,459;90,17;-0,011;13,386;0;;;;;;;
589,375;0,735;84,575;86,287;-0,014;13,441;0;;;;;;;
590;0,701;80,247;84,489;-0,018;13,493;0;;;;;;;
590,625;0,747;77,364;80,081;-0,021;13,543;0;;;;;;;
591,25;0,716;73,032;80,282;-0,027;13,593;0;;;;;;;
591,875;0,686;70,149;74,958;-0,03;13,64;0;;;;;;;
592,5;0,703;65,811;72,315;-0,036;13,686;0;;;;;;;
593,125;0,643;62,925;67,615;-0,04;13,729;0;;;;;;;
593,75;0,697;58,591;63,999;-0,046;13,768;0;;;;;;;
594,375;0,63;55,706;60,49;-0,049;13,806;0;;;;;;;
595;0,667;51,379;56,91;-0,054;13,84;0;;;;;;;
595,625;0,64;48,497;53,359;-0,056;13,875;0;;;;;;;
596,25;0,616;44,165;50,968;-0,062;13,906;0;;;;;;;
596,875;0,638;41,285;44,337;-0,064;13,934;0;;;;;;;
597,5;0,583;36,95;45,554;-0,07;13,962;0;;;;;;;
598,125;0,629;34,065;41,598;-0,073;13,987;0;;;;;;;
598,75;0,56;29,727;38,244;-0,08;14,012;0;;;;;;;
599,375;0,579;26,832;35,692;-0,085;14,035;0;;;;;;;
600;0,556;22,491;32,022;-0,092;14,055;0;;;;;;;
600,625;0,519;19,591;30,799;-0,099;14,075;0;;;;;;;
601,25;0,546;15,232;31,149;-0,11;14,094;0;;;;;;;
601,875;0,465;12,329;25,477;-0,116;14,111;0;;;;;;;
602,5;0,497;7,968;22,889;-0,128;14,125;0;;;;;;;
603,125;0,428;5,054;21,335;-0,137;14,138;0;;;;;;;
603,75;0,435;0,694;16,727;-0,148;14,149;0;;;;;;;
604,375;0,363;-0,781;18,438;-0,156;14,158;0;;;;;;;
605;0,308;-0,81;4,353;-0,162;14,163;0;;;;;;;
605,625;0,361;-0,829;0,187;-0,165;14,162;0;;;;;;;
606,25;0,327;-0,815;0,373;-0,163;14,164;0;;;;;;;
606,875;0,392;-0,808;-2,358;-0,161;14,162;0;;;;;;;
607,5;0,361;-0,805;0,547;-0,161;14,163;0;;;;;;;
608,125;0,387;-0,806;-0,78;-0,161;14,162;0;;;;;;;
608,75;0,397;-0,809;0,95;-0,162;14,162;0;;;;;;;
609,375;0,358;-0,809;-1,792;-0,161;14,161;0;;;;;;;
610;0,412;-0,818;2,663;-0,163;14,162;0;;;;;;;
610,625;0,361;-0,81;-0,416;-0,162;14,161;0;;;;;;;
611,25;0,41;-0,812;0,938;-0,162;14,162;0;;;;;;;
611,875;0,373;-0,817;0,274;-0,163;14,161;0;;;;;;;
612,5;0,366;-0,812;0,512;-0,162;14,163;0;;;;;;;
613,125;0,4;-0,814;0,061;-0,162;14,161;0;;;;;;;
613,75;0,349;-0,812;-0,533;-0,162;14,162;0;;;;;;;
614,375;0,399;-0,813;-0,892;-0,162;14,161;0;;;;;;;
615;0,35;-0,809;0,588;-0,161;14,163;0;;;;;;;
615,625;0,395;-0,809;0,703;-0,161;14,163;0;;;;;;;
616,25;0,373;-0,805;-0,54;-0,161;14,162;0;;;;;;;
616,875;0,363;-0,807;0,411;-0,161;14,162;0;;;;;;;
617,5;0,395;-0,808;-0,66;-0,161;14,162;0;;;;;;;
618,125;0,351;-0,811;0,955;-0,162;14,163;0;;;;;;;
618,75;0,399;-0,816;0,592;-0,163;14,162;0;;;;;;;
619,375;0,342;-0,817;0,405;-0,163;14,163;0;;;;;;;
620;0,38;-0,816;-0,972;-0,163;14,163;0;;;;;;;
620,625;0,366;-0,819;0,264;-0,163;14,163;0;;;;;;;
621,25;0,344;-0,812;-1,404;-0,162;14,162;0;;;;;;;
621,875;0,385;-0,82;1,358;-0,164;14,162;0;;;;;;;
622,5;0,349;-0,811;-1,085;-0,162;14,163;0;;;;;;;
623,125;0,388;-0,819;0,031;-0,164;14,162;0;;;;;;;
623,75;0,334;-0,814;1,503;-0,163;14,162;0;;;;;;;
624,375;0,375;-0,81;-1,093;-0,162;14,163;0;;;;;;;
625;0,375;-0,812;0,555;-0,162;14,161;0;;;;;;;
625,625;0,33;-0,813;0,204;-0,162;14,163;0;;;;;;;
626,25;0,395;-0,815;0,265;-0,163;14,162;0;;;;;;;
626,875;0,323;-0,815;-0,484;-0,163;14,163;0;;;;;;;
627,5;0,383;-0,819;-0,522;-0,163;14,162;0;;;;;;;
628,125;0,331;-0,816;-0,032;-0,163;14,163;0;;;;;;;
628,75;0,363;-0,817;-0,254;-0,163;14,163;0;;;;;;;
629,375;0,363;-0,818;-0,871;-0,163;14,162;0;;;;;;;
630;0,318;-0,813;-0,742;-0,162;14,163;0;;;;;;;
630,625;0,378;-0,82;0,722;-0,164;14,162;0;;;;;;;
631,25;0,33;-0,815;0,964;-0,163;14,163;0;;;;;;;
631,875;0,376;-0,816;0,381;-0,163;14,163;0;;;;;;;
632,5;0,33;-0,814;1,451;-0,163;14,163;0;;;;;;;
633,125;0,346;-0,811;-1,335;-0,162;14,163;0;;;;;;;
633,75;0,347;-0,815;-0,129;-0,163;14,163;0;;;;;;;
634,375;0,312;-0,812;0,28;-0,162;14,163;0;;;;;;;
635;0,379;-0,817;0,059;-0,163;14,162;0;;;;;;;
635,625;0,324;-0,806;-0,887;-0,161;14,163;0;;;;;;;
636,25;0,384;-0,818;0,414;-0,163;14,163;0;;;;;;;
636,875;0,352;-0,815;-0,559;-0,163;14,163;0;;;;;;;
637,5;0,345;-0,818;0,08;-0,163;14,164;0;;;;;;;
638,125;0,365;-0,819;-0,216;-0,163;14,163;0;;;;;;;
638,75;0,315;-0,818;0,47;-0,163;14,164;0;;;;;;;
639,375;0,371;-0,823;-0,06;-0,164;14,163;0;;;;;;;
640;0,3;-0,815;0,363;-0,163;14,164;0;;;;;;;
640,625;0,376;-0,815;-1,717;-0,163;14,162;0;;;;;;;
641,25;0,342;-0,814;0,744;-0,163;14,163;0;;;;;;;
641,875;0,332;-0,814;-0,449;-0,163;14,164;0;;;;;;;
642,5;0,356;-0,817;-0,796;-0,163;14,162;0;;;;;;;
643,125;0,308;-0,815;1,688;-0,163;14,164;0;;;;;;;
643,75;0,364;-0,81;-4,326;-0,162;14,161;0;;;;;;;
644,375;0,317;-0,816;3,09;-0,163;14,163;0;;;;;;;
645;0,352;-0,816;-0,613;-0,163;14,163;0;;;;;;;
645,625;0,334;-0,815;0,732;-0,163;14,163;0;;;;;;;
646,25;0,316;-0,816;-0,992;-0,163;14,163;0;;;;;;;
646,875;0,361;-0,823;0,623;-0,164;14,163;0;;;;;;;
647,5;0,296;-0,82;3,354;-0,164;14,165;0;;;;;;;
648,125;0,358;-0,831;2,337;-0,166;14,166;0;;;;;;;
648,75;0,283;-0,865;14,233;-0,173;14,174;0;;;;;;;
649,375;0,3;-0,871;-4,962;-0,174;14,172;0;;;;;;;
650;0,301;-0,843;-8,441;-0,168;14,166;0;;;;;;;
650,625;0,294;-0,81;-3,745;-0,162;14,164;0;;;;;;;
651,25;0,371;-0,812;-3,355;-0,162;14,162;0;;;;;;;
651,875;0,322;-0,816;1,118;-0,163;14,163;0;;;;;;;
652,5;0,357;-0,817;-1,351;-0,163;14,162;0;;;;;;;
653,125;0,307;-0,82;-1,22;-0,164;14,163;0;;;;;;;
653,75;0,325;-0,819;-0,448;-0,163;14,164;0;;;;;;;
654,375;0,332;-0,824;1,777;-0,164;14,163;0;;;;;;;
655;0,289;-0,816;-0,479;-0,163;14,164;0;;;;;;;
655,625;0,349;-0,822;1,233;-0,164;14,163;0;;;;;;;
656,25;0,292;-0,824;2,602;-0,165;14,165;0;;;;;;;
656,875;0,35;-0,818;-1,405;-0,163;14,163;0;;;;;;;
657,5;0,312;-0,82;0,334;-0,164;14,164;0;;;;;;;
658,125;0,316;-0,823;1,012;-0,164;14,164;0;;;;;;;
658,75;0,334;-0,823;0,835;-0,164;14,164;0;;;;;;;
659,375;0,276;-0,815;0,155;-0,163;14,165;0;;;;;;;
660;0,339;-0,825;0,294;-0,165;14,163;0;;;;;;;
660,625;0,278;-0,822;0,545;-0,164;14,164;0;;;;;;;
661,25;0,332;-0,83;0,401;-0,166;14,165;0;;;;;;;
661,875;0,308;-0,829;0,172;-0,166;14,165;0;;;;;;;
662,5;0,3;-0,828;0,832;-0,165;14,165;0;;;;;;;
663,125;0,325;-0,825;0,226;-0,165;14,164;0;;;;;;;
663,75;0,274;-0,821;-1,284;-0,164;14,165;0;;;;;;;
664,375;0,339;-0,826;0,987;-0,165;14,163;0;;;;;;;
665;0,284;-0,818;0,982;-0,163;14,165;0;;;;;;;
665,625;0,325;-0,821;-0,415;-0,164;14,164;0;;;;;;;
666,25;0,297;-0,816;-0,689;-0,163;14,165;0;;;;;;;
666,875;0,3;-0,817;-0,722;-0,163;14,164;0;;;;;;;
667,5;0,331;-0,824;2,103;-0,164;14,165;0;;;;;;;
668,125;0,264;-0,821;-0,245;-0,164;14,165;0;;;;;;;
668,75;0,337;-0,828;-1,325;-0,165;14,164;0;;;;;;;
669,375;0,263;-0,825;-0,486;-0,165;14,165;0;;;;;;;
670;0,308;-0,826;-0,135;-0,165;14,165;0;;;;;;;
670,625;0,31;-0,825;0,338;-0,165;14,164;0;;;;;;;
671,25;0,27;-0,825;-0,711;-0,165;14,165;0;;;;;;;
671,875;0,319;-0,829;1,461;-0,165;14,165;0;;;;;;;
672,5;0,266;-0,822;-0,824;-0,164;14,166;0;;;;;;;
673,125;0,32;-0,83;0,595;-0,166;14,165;0;;;;;;;
673,75;0,273;-0,827;-0,088;-0,165;14,165;0;;;;;;;
674,375;0,292;-0,826;-0,097;-0,165;14,165;0;;;;;;;
675;0,294;-0,823;-0,017;-0,164;14,164;0;;;;;;;
675,625;0,264;-0,825;0,259;-0,165;14,165;0;;;;;;;
676,25;0,322;-0,831;1,855;-0,166;14,165;0;;;;;;;
676,875;0,263;-0,822;0,682;-0,164;14,166;0;;;;;;;
677,5;0,319;-0,831;-0,116;-0,166;14,165;0;;;;;;;
678,125;0,263;-0,83;-0,771;-0,166;14,164;0;;;;;;;
678,75;0,283;-0,834;1,102;-0,167;14,165;0;;;;;;;
679,375;0,292;-0,835;1,104;-0,167;14,164;0;;;;;;;
680;0,254;-0,829;-0,058;-0,165;14,166;0;;;;;;;
680,625;0,308;-0,826;-0,329;-0,165;14,165;0;;;;;;;
681,25;0,258;-0,823;-0,749;-0,164;14,165;0;;;;;;;
681,875;0,311;-0,827;0,567;-0,165;14,165;0;;;;;;;
682,5;0,269;-0,823;0,322;-0,164;14,165;0;;;;;;;
683,125;0,279;-0,827;-0,676;-0,165;14,165;0;;;;;;;
683,75;0,298;-0,826;0,249;-0,165;14,165;0;;;;;;;
684,375;0,247;-0,828;-1,622;-0,165;14,165;0;;;;;;;
685;0,305;-0,829;0,351;-0,166;14,165;0;;;;;;;
685,625;0,242;-0,827;-0,545;-0,165;14,166;0;;;;;;;
686,25;0,303;-0,832;0,191;-0,166;14,165;0;;;;;;;
686,875;0,275;-0,83;-0,342;-0,166;14,165;0;;;;;;;
687,5;0,266;-0,833;0,637;-0,166;14,166;0;;;;;;;
688,125;0,29;-0,834;-0,061;-0,166;14,164;0;;;;;;;
688,75;0,248;-0,832;-0,005;-0,166;14,166;0;;;;;;;
689,375;0,292;-0,83;0,944;-0,166;14,165;0;;;;;;;
690;0,236;-0,827;0,301;-0,165;14,166;0;;;;;;;
690,625;0,286;-0,823;-0,95;-0,164;14,165;0;;;;;;;
691,25;0,266;-0,827;1,157;-0,165;14,165;0;;;;;;;
691,875;0,255;-0,823;0,043;-0,164;14,166;0;;;;;;;
692,5;0,292;-0,83;1,965;-0,166;14,165;0;;;;;;;
693,125;0,237;-0,821;-0,75;-0,164;14,166;0;;;;;;;
693,75;0,292;-0,832;0,217;-0,166;14,166;0;;;;;;;
694,375;0,232;-0,835;-0,155;-0,167;14,166;0;;;;;;;
695;0,269;-0,833;2,044;-0,166;14,166;0;;;;;;;
695,625;0,264;-0,827;-0,879;-0,165;14,165;0;;;;;;;
696,25;0,239;-0,83;0,561;-0,166;14,166;0;;;;;;;
696,875;0,278;-0,829;1,192;-0,166;14,165;0;;;;;;;
697,5;0,225;-0,828;-0,65;-0,165;14,166;0;;;;;;;
698,125;0,288;-0,832;-0,171;-0,166;14,165;0;;;;;;;
698,75;0,233;-0,829;0,812;-0,165;14,166;0;;;;;;;
699,375;0,267;-0,826;-1,849;-0,165;14,165;0;;;;;;;
700;0,258;-0,824;0,878;-0,165;14,165;0;;;;;;;
700,625;0,228;-0,829;1,302;-0,166;14,166;0;;;;;;;
701,25;0,281;-0,836;0,818;-0,167;14,165;0;;;;;;;
701,875;0,225;-0,83;1,467;-0,166;14,166;0;;;;;;;
702,5;0,278;-0,832;-0,244;-0,166;14,166;0;;;;;;;
703,125;0,241;-0,83;-2,274;-0,166;14,165;0;;;;;;;
703,75;0,255;-0,834;1,493;-0,166;14,166;0;;;;;;;
704,375;0,258;-0,838;-0,087;-0,167;14,165;0;;;;;;;
705;0,218;-0,83;-1,109;-0,166;14,166;0;;;;;;;
705,625;0,284;-0,838;1,073;-0,167;14,165;0;;;;;;;
706,25;0,216;-0,826;-0,54;-0,165;14,166;0;;;;;;;
706,875;0,277;-0,835;-0,415;-0,167;14,166;0;;;;;;;
707,5;0,242;-0,831;0,031;-0,166;14,166;0;;;;;;;
708,125;0,232;-0,827;-0,248;-0,165;14,167;0;;;;;;;
708,75;0,267;-0,83;0,371;-0,166;14,165;0;;;;;;;
709,375;0,213;-0,83;-0,048;-0,166;14,167;0;;;;;;;
710;0,275;-0,834;0,056;-0,166;14,165;0;;;;;;;
710,625;0,21;-0,833;1,272;-0,166;14,166;0;;;;;;;
711,25;0,271;-0,836;-0,31;-0,167;14,166;0;;;;;;;
711,875;0,235;-0,831;-0,601;-0,166;14,167;0;;;;;;;
712,5;0,229;-0,831;-2,041;-0,166;14,166;0;;;;;;;
713,125;0,254;-0,83;1,518;-0,166;14,166;0;;;;;;;
713,75;0,211;-0,828;-2,477;-0,165;14,165;0;;;;;;;
714,375;0,277;-0,804;-6,084;-0,16;14,158;0;;;;;;;
715;0,242;-0,767;-9,147;-0,153;14,153;0;;;;;;;
715,625;0,296;-0,76;-2,279;-0,152;14,151;0;;;;;;;
716,25;0,283;-0,742;-6,308;-0,148;14,147;0;;;;;;;
716,875;0,256;-0,729;-0,847;-0,146;14,147;0;;;;;;;
717,5;0,304;-0,739;1,634;-0,148;14,147;0;;;;;;;
718,125;0,258;-0,723;-2,937;-0,144;14,145;0;;;;;;;
718,75;0,308;-0,73;0,078;-0,146;14,145;0;;;;;;;
719,375;0,244;-0,735;1,996;-0,147;14,146;0;;;;;;;
720;0,269;-0,732;-2,257;-0,146;14,146;0;;;;;;;
720,625;0,271;-0,733;0,435;-0,146;14,146;0;;;;;;;
721,25;0,241;-0,728;-1,283;-0,145;14,146;0;;;;;;;
721,875;0,282;-0,733;-1,737;-0,146;14,146;0;;;;;;;
722,5;0,24;-0,735;1,619;-0,147;14,147;0;;;;;;;
723,125;0,286;-0,736;-0,736;-0,147;14,146;0;;;;;;;
723,75;0,242;-0,728;0,283;-0,145;14,147;0;;;;;;;
724,375;0,26;-0,733;-1,547;-0,146;14,146;0;;;;;;;
725;0,26;-0,729;-0,237;-0,146;14,145;0;;;;;;;
725,625;0,233;-0,725;-0,5;-0,145;14,146;0;;;;;;;
726,25;0,283;-0,732;0,319;-0,146;14,145;0;;;;;;;
726,875;0,232;-0,73;-1,575;-0,146;14,146;0;;;;;;;
727,5;0,282;-0,735;0,499;-0,147;14,146;0;;;;;;;
728,125;0,25;-0,735;0,713;-0,147;14,146;0;;;;;;;
728,75;0,251;-0,735;-0,454;-0,147;14,147;0;;;;;;;
729,375;0,273;-0,73;-0,946;-0,146;14,146;0;;;;;;;
730;0,226;-0,731;0,596;-0,146;14,148;0;;;;;;;
730,625;0,281;-0,734;0,079;-0,147;14,146;0;;;;;;;
731,25;0,23;-0,733;0,416;-0,146;14,146;0;;;;;;;
731,875;0,269;-0,73;0,173;-0,146;14,146;0;;;;;;;
732,5;0,249;-0,725;-0,844;-0,145;14,145;0;;;;;;;
733,125;0,243;-0,724;0,115;-0,145;14,146;0;;;;;;;
733,75;0,269;-0,73;0,575;-0,146;14,145;0;;;;;;;
734,375;0,207;-0,728;-0,652;-0,145;14,147;0;;;;;;;
735;0,27;-0,734;1,4;-0,147;14,146;0;;;;;;;
735,625;0,177;-3,627;3,424;-0,147;14,147;0;;;;;;;
736,25;0,211;-7,989;-0,873;-0,153;14,146;0;;;;;;;
736,875;0,167;-10,91;0,138;-0,159;14,147;0;;;;;;;
737,5;0,147;-15,287;-0,216;-0,167;14,148;0;;;;;;;
738,125;0,164;-18,218;-0,039;-0,176;14,146;0;;;;;;;
738,75;0,089;-22,617;-2,149;-0,189;14,147;0;;;;;;;
739,375;0,133;-25,559;-8,513;-0,199;14,141;0;;;;;;;
740;0,059;-29,934;-14,319;-0,207;14,133;0;;;;;;;
740,625;0,075;-32,849;-24,391;-0,212;14,118;0;;;;;;;
741,25;0,065;-37,193;-34,285;-0,214;14,096;0;;;;;;;
741,875;0,036;-40,074;-42,754;-0,212;14,069;0;;;;;;;
742,5;0,085;-44,389;-48,11;-0,209;14,039;0;;;;;;;
743,125;0,037;-47,288;-21,255;-0,211;14,024;0;;;;;;;
743,75;0,067;-51,748;-18,425;-0,236;14,013;0;;;;;;;
744,375;-0,025;-54,702;-25,346;-0,248;13,998;0;;;;;;;
745;-0,042;-59,167;-22,258;-0,274;13,985;0;;;;;;;
745,625;-0,071;-62,145;-25,388;-0,292;13,969;0;;;;;;;
746,25;-0,114;-66,608;-29,217;-0,318;13,951;0;;;;;;;
746,875;-0,123;-69,583;-33,6;-0,335;13,93;0;;;;;;;
747,5;-0,223;-74,035;-37,088;-0,358;13,907;0;;;;;;;
748,125;-0,241;-77,003;-43,041;-0,374;13,879;0;;;;;;;
748,75;-0,368;-81,43;-53,801;-0,393;13,846;0;;;;;;;
749,375;-0,384;-84,368;-64,775;-0,402;13,806;0;;;;;;;
750;-0,408;-88,742;-74,803;-0,41;13,76;0;;;;;;;
750,625;-0,457;-91,645;-82,962;-0,413;13,709;0;;;;;;;
751,25;-0,411;-95,988;-91,167;-0,414;13,652;0;;;;;;;
751,875;-0,444;-98,871;-94,167;-0,413;13,593;0;;;;;;;
752,5;-0,408;-103,211;-96,252;-0,414;13,532;0;;;;;;;
753,125;-0,43;-106,104;-99,082;-0,415;13,471;0;;;;;;;
753,75;-0,44;-110,457;-98,49;-0,419;13,409;0;;;;;;;
754,375;-0,417;-113,365;-97,651;-0,422;13,348;0;;;;;;;
755;-0,483;-117,744;-99,596;-0,431;13,283;0;;;;;;;
755,625;-0,469;-120,667;-100,781;-0,438;13,221;0;;;;;;;
756,25;-0,555;-125,057;-103,875;-0,449;13,156;0;;;;;;;
756,875;-0,554;-127,989;-103,568;-0,457;13,091;0;;;;;;;
757,5;-0,6;-132,399;-104,614;-0,473;13,026;0;;;;;;;
758,125;-0,63;-135,347;-105,666;-0,484;12,958;0;;;;;;;
758,75;-0,67;-139,764;-108,619;-0,501;12,892;0;;;;;;;
759,375;-0,753;-142,723;-111,411;-0,515;12,821;0;;;;;;;
760;-0,782;-147,129;-122,083;-0,529;12,747;0;;;;;;;
760,625;-0,834;-150,039;-141,303;-0,533;12,658;0;;;;;;;
761,25;-0,793;-154,34;-160,17;-0,526;12,557;0;;;;;;;
761,875;-0,748;-157,166;-141,446;-0,514;12,471;0;;;;;;;
762,5;-0,764;-161,665;-122,423;-0,546;12,392;0;;;;;;;
763,125;-0,87;-164,653;-106,313;-0,566;12,325;0;;;;;;;
763,75;-1,018;-169,182;-111,955;-0,605;12,254;0;;;;;;;
764,375;-1,154;-172,177;-117,724;-0,626;12,183;0;;;;;;;
765;-1,277;-176,69;-127,371;-0,662;12,103;0;;;;;;;
765,625;-1,343;-179,673;-137,834;-0,68;12,018;0;;;;;;;
766,25;-1,349;-184,115;-147,053;-0,702;11,927;0;;;;;;;
766,875;-1,332;-187,057;-160,743;-0,712;11,824;0;;;;;;;
767,5;-1,31;-191,436;-170,01;-0,721;11,722;0;;;;;;;
768,125;-1,261;-194,369;-173,429;-0,73;11,612;0;;;;;;;
768,75;-1,253;-198,748;-171,608;-0,739;11,506;0;;;;;;;
769,375;-1,262;-201,688;-172,632;-0,749;11,397;0;;;;;;;
770;-1,297;-206,101;-173,668;-0,764;11,289;0;;;;;;;
770,625;-1,356;-209,054;-173,765;-0,777;11,182;0;;;;;;;
771,25;-1,377;-213,485;-178,893;-0,796;11,068;0;;;;;;;
771,875;-1,5;-216,429;-182,649;-0,807;10,958;0;;;;;;;
772,5;-1,525;-220,864;-188,215;-0,827;10,837;0;;;;;;;
773,125;-1,601;-223,791;-193,21;-0,835;10,718;0;;;;;;;
773,75;-1,61;-228,204;-199,612;-0,851;10,592;0;;;;;;;
774,375;-1,618;-231,122;-207,719;-0,856;10,461;0;;;;;;;
775;-1,672;-235,496;-214,797;-0,864;10,33;0;;;;;;;
775,625;-1,607;-238,394;-228,088;-0,866;10,183;0;;;;;;;
776,25;-1,615;-242,697;-237,231;-0,859;10,039;0;;;;;;;
776,875;-1,498;-245,579;-242,435;-0,858;9,886;0;;;;;;;
777,5;-1,517;-249,885;-241,2;-0,852;9,734;0;;;;;;;
778,125;-1,486;-252,749;-252,277;-0,847;9,577;0;;;;;;;
778,75;-1,458;-257,017;-267,804;-0,834;9,409;0;;;;;;;
779,375;-1,446;-259,821;-289,749;-0,817;9,231;0;;;;;;;
780;-1,334;-261,907;-305,996;-0,78;9,04;0;;;;;;;
780,625;-1,281;-261,737;-321,266;-0,746;8,84;0;;;;;;;
781,25;-1,102;-261,47;-320,968;-0,693;8,639;0;;;;;;;
781,875;-0,991;-261,3;-310,719;-0,659;8,445;0;;;;;;;
782,5;-0,891;-261,133;-287,361;-0,625;8,264;0;;;;;;;
783,125;-0,851;-261,09;-256,738;-0,617;8,104;0;;;;;;;
783,75;-0,991;-261,126;-231,357;-0,624;7,956;0;;;;;;;
784,375;-1,14;-261,196;-214,517;-0,638;7,823;0;;;;;;;
785;-1,389;-261,358;-209,671;-0,67;7,692;0;;;;;;;
785,625;-1,557;-261,454;-210,592;-0,69;7,562;0;;;;;;;
786,25;-1,702;-261,596;-219,528;-0,718;7,424;0;;;;;;;
786,875;-1,747;-261,657;-228,292;-0,73;7,28;0;;;;;;;
787,5;-1,745;-261,692;-242,4;-0,737;7,13;0;;;;;;;
788,125;-1,744;-261,689;-258,688;-0,737;6,966;0;;;;;;;
788,75;-1,657;-261,598;-276,42;-0,718;6,799;0;;;;;;;
789,375;-1,503;-261,541;-278,095;-0,707;6,623;0;;;;;;;
790;-1,404;-261,435;-271,802;-0,686;6,454;0;;;;;;;
790,625;-1,319;-258,757;-264,426;-0,677;6,289;0;;;;;;;
791,25;-1,324;-254,414;-250,896;-0,669;6,129;0;;;;;;;
791,875;-1,365;-251,473;-268,966;-0,655;5,966;0;;;;;;;
792,5;-1,336;-247,098;-260,372;-0,641;5,8;0;;;;;;;
793,125;-1,389;-244,164;-254,355;-0,628;5,644;0;;;;;;;
793,75;-1,345;-239,795;-253,232;-0,615;5,482;0;;;;;;;
794,375;-1,382;-236,856;-248,529;-0,601;5,327;0;;;;;;;
795;-1,31;-232,458;-251,476;-0,582;5,17;0;;;;;;;
795,625;-1,229;-229,505;-253,399;-0,565;5,01;0;;;;;;;
796,25;-1,188;-225,06;-252,627;-0,537;4,855;0;;;;;;;
796,875;-1,079;-222,112;-249,636;-0,521;4,697;0;;;;;;;
797,5;-1,093;-217,639;-253,511;-0,488;4,54;0;;;;;;;
798,125;-0,968;-214,634;-265,205;-0,461;4,375;0;;;;;;;
798,75;-0,938;-210,087;-271,515;-0,412;4,206;0;;;;;;;
799,375;-0,809;-207,022;-276,41;-0,373;4,033;0;;;;;;;
800;-0,678;-202,422;-274,113;-0,314;3,861;0;;;;;;;
800,625;-0,615;-199,366;-266,126;-0,277;3,696;0;;;;;;;
801,25;-0,489;-194,817;-246,323;-0,228;3,541;0;;;;;;;
801,875;-0,493;-191,824;-228,622;-0,203;3,396;0;;;;;;;
802,5;-0,453;-187,392;-208,326;-0,177;3,267;0;;;;;;;
803,125;-0,503;-184,48;-190,349;-0,169;3,148;0;;;;;;;
803,75;-0,57;-180,156;-177,277;-0,165;3,037;0;;;;;;;
804,375;-0,621;-177,297;-165,868;-0,167;2,934;0;;;;;;;
805;-0,74;-173,038;-152,946;-0,176;2,837;0;;;;;;;
805,625;-0,799;-170,189;-150,855;-0,18;2,743;0;;;;;;;
806,25;-0,908;-165,934;-149,815;-0,19;2,648;0;;;;;;;
806,875;-0,928;-163,084;-146,911;-0,194;2,556;0;;;;;;;
807,5;-0,959;-158,804;-149,052;-0,198;2,464;0;;;;;;;
808,125;-0,967;-155,949;-149,591;-0,201;2,37;0;;;;;;;
808,75;-0,963;-151,639;-146,334;-0,2;2,281;0;;;;;;;
809,375;-0,968;-148,771;-144,691;-0,2;2,188;0;;;;;;;
810;-0,96;-144,442;-143,974;-0,195;2,1;0;;;;;;;
810,625;-0,963;-141,571;-141,034;-0,195;2,011;0;;;;;;;
811,25;-0,942;-137,229;-139,851;-0,187;1,923;0;;;;;;;
811,875;-0,914;-134,337;-134,6;-0,183;1,839;0;;;;;;;
812,5;-0,873;-130,006;-136,813;-0,177;1,752;0;;;;;;;
813,125;-0,862;-127,117;-128,231;-0,173;1,674;0;;;;;;;
813,75;-0,838;-122,806;-123,309;-0,172;1,594;0;;;;;;;
814,375;-0,846;-119,923;-115,463;-0,169;1,524;0;;;;;;;
815;-0,851;-115,624;-111,889;-0,17;1,453;0;;;;;;;
