Time[ms];"IL.FB([Axis1] Current feedback)[Arms]";"VL.CMD([Axis1] Velocity command)[mm/s]";"VL.FB([Axis1] Velocity feedback)[mm/s]";"PL.ERR([Axis1] Position error)[mm]";"PL.FB([Axis1] Position feedback)[mm]";"IL.BUSFF([Axis1] External feed-forward)[Arms]";;;;#ParentName;#Name;#Type;#Value
151,125;-0,379;-0,985;-1,718;-0,197;0,395;0;;;;;;;
151,9375;-0,336;-0,965;-2,569;-0,193;0,391;0;;;;;;;
152,75;-0,378;-0,966;-0,341;-0,193;0,394;0;;;;;;;
153,5625;-0,364;-0,949;-1,651;-0,189;0,391;0;;;;;;;
154,375;-0,329;-0,958;1,1;-0,191;0,389;0;;;;;;;
155,1875;-0,385;-0,961;0,957;-0,192;0,392;0;;;;;;;
156;-0,351;-0,94;-3,71;-0,188;0,388;0;;;;;;;
156,8125;-0,33;-0,951;-2,005;-0,19;0,387;0;;;;;;;
157,625;-0,39;-0,938;-0,262;-0,187;0,39;0;;;;;;;
158,4375;-0,344;-0,925;-2,198;-0,185;0,385;0;;;;;;;
159,25;-0,338;-0,934;-0,038;-0,186;0,384;0;;;;;;;
160,0625;-0,379;-0,911;-0,858;-0,182;0,386;0;;;;;;;
160,875;-0,341;-0,925;-3,034;-0,185;0,383;0;;;;;;;
161,6875;-0,353;-0,92;-0,432;-0,184;0,384;0;;;;;;;
162,5;-0,393;-0,9;-1,259;-0,18;0,385;0;;;;;;;
163,3125;-0,334;-0,918;-0,568;-0,183;0,38;0;;;;;;;
164,125;-0,368;-0,893;-1,282;-0,178;0,382;0;;;;;;;
164,9375;-0,376;-0,896;-2,49;-0,179;0,38;0;;;;;;;
165,75;-0,333;-0,902;-1,634;-0,18;0,378;0;;;;;;;
166,5625;-0,375;-0,892;-1,28;-0,178;0,378;0;;;;;;;
167,375;-0,363;-0,897;-1,388;-0,179;0,378;0;;;;;;;
168,1875;-0,326;-0,873;-3,205;-0,174;0,373;0;;;;;;;
169;-0,379;-0,862;-0,521;-0,172;0,375;0;;;;;;;
169,8125;-0,356;-0,858;-2,521;-0,171;0,373;0;;;;;;;
170,625;-0,333;-0,857;-1,608;-0,171;0,371;0;;;;;;;
171,4375;-0,372;-0,862;-1,068;-0,172;0,373;0;;;;;;;
172,25;-0,34;-0,853;-3,102;-0,17;0,369;0;;;;;;;
173,0625;-0,34;-0,854;-1,179;-0,17;0,368;0;;;;;;;
173,875;-0,376;-0,849;-0,276;-0,17;0,37;0;;;;;;;
174,6875;-0,329;-0,842;-1,831;-0,168;0,366;0;;;;;;;
175,5;-0,348;-0,842;-1,542;-0,168;0,367;0;;;;;;;
176,3125;-0,391;-0,828;-1,228;-0,165;0,368;0;;;;;;;
177,125;-0,333;-0,836;-1,193;-0,167;0,364;0;;;;;;;
177,9375;-0,365;-0,832;0,982;-0,166;0,367;0;;;;;;;
178,75;-0,372;-0,819;2,583;-0,164;0,366;0;;;;;;;
179,5625;-0,325;-0,831;0,427;-0,166;0,363;0;;;;;;;
180,375;-0,383;-0,806;-2,666;-0,161;0,364;0;;;;;;;
181,1875;-0,362;-0,819;1,396;-0,164;0,363;0;;;;;;;
182;-0,321;-0,824;2,358;-0,164;0,36;0;;;;;;;
182,8125;-0,374;-0,807;1,254;-0,161;0,363;0;;;;;;;
183,625;-0,363;-0,816;-0,707;-0,163;0,361;0;;;;;;;
184,4375;-0,33;-0,798;-1,934;-0,159;0,358;0;;;;;;;
185,25;-0,385;-0,788;-1,074;-0,157;0,361;0;;;;;;;
