Time[ms];"IL.FB([Axis1] Current feedback)[Arms]";"VL.CMD([Axis1] Velocity command)[mm/s]";"VL.FB([Axis1] Velocity feedback)[mm/s]";"PL.ERR([Axis1] Position error)[mm]";"PL.FB([Axis1] Position feedback)[mm]";"IL.BUSFF([Axis1] External feed-forward)[Arms]";;;;#ParentName;#Name;#Type;#Value
33,125;-0,3;0,357;5,043;0,071;0,13;0;;;;XYTraceSource[5];XDataColumnIndex;Integer;6
33,75;-0,266;0,366;-2,523;0,073;0,127;0;;;;XYTraceSource[5];Name;String;[Axis1] External feed-forward
34,375;-0,293;0,35;1,576;0,07;0,13;0;;;;XYTraceSource[5];Unit;String;Arms
35;-0,276;0,362;-0,134;0,072;0,129;0;;;;XYTraceSource[5];DeviceName;String;"IL.BUSFF"
35,625;-0,25;0,353;-0,234;0,071;0,127;0;;;;XYTraceSource[5];FilterRequired;Boolean;False
36,25;-0,304;0,356;-1,989;0,071;0,129;0;;;;XYTraceSource[5];FilterFrequency;Integer;400
36,875;-0,255;0,354;-0,3;0,071;0,126;0;;;;;;;
37,5;-0,3;0,354;1,172;0,071;0,129;0;;;;;;;
38,125;-0,269;0,363;0,818;0,072;0,128;0;;;;;;;
38,75;-0,275;0,363;-2,103;0,072;0,127;0;;;;;;;
39,375;-0,3;0,375;0,152;0,075;0,13;0;;;;;;;
40;-0,248;0,367;-0,408;0,073;0,127;0;;;;;;;
40,625;-0,291;0,363;-0,196;0,072;0,129;0;;;;;;;
41,25;-0,249;0,37;-2,471;0,074;0,125;0;;;;;;;
41,875;-0,3;0,357;1,306;0,071;0,129;0;;;;;;;
42,5;-0,276;0,372;-1,299;0,074;0,128;0;;;;;;;
43,125;-0,272;0,354;-1,604;0,071;0,127;0;;;;;;;
43,75;-0,293;0,365;-2,334;0,073;0,128;0;;;;;;;
44,375;-0,248;0,357;0,857;0,071;0,126;0;;;;;;;
45;-0,308;0,353;0,141;0,07;0,129;0;;;;;;;
45,625;-0,247;0,36;1,537;0,072;0,127;0;;;;;;;
46,25;-0,296;0,349;1,119;0,07;0,128;0;;;;;;;
46,875;-0,213;4,716;-0,709;0,076;0,127;0;;;;;;;
47,5;-0,194;7,622;-0,804;0,079;0,126;0;;;;;;;
48,125;-0,21;11,999;-1,632;0,088;0,127;0;;;;;;;
48,75;-0,132;14,925;-1,646;0,095;0,124;0;;;;;;;
49,375;-0,165;19,319;-0,469;0,107;0,128;0;;;;;;;
50;-0,097;22,267;-1,075;0,119;0,124;0;;;;;;;
50,625;-0,106;26,677;1,06;0,134;0,125;0;;;;;;;
51,25;-0,084;29,64;1,22;0,148;0,127;0;;;;;;;
51,875;-0,03;34,076;1,7;0,169;0,125;0;;;;;;;
52,5;-0,046;37,041;4,035;0,184;0,131;0;;;;;;;
53,125;0,033;41,483;11,69;0,205;0,136;0;;;;;;;
53,75;0,007;44,425;20,908;0,216;0,151;0;;;;;;;
54,375;0,077;48,851;23,725;0,234;0,165;0;;;;;;;
55;0,071;51,784;31,392;0,243;0,184;0;;;;;;;
55,625;0,099;56,186;38,32;0,256;0,209;0;;;;;;;
56,25;0,124;59,11;37,486;0,263;0,23;0;;;;;;;
56,875;0,097;63,533;34,762;0,281;0,256;0;;;;;;;
57,5;0,176;66,493;32,585;0,295;0,273;0;;;;;;;
58,125;0,188;70,946;32,303;0,319;0,296;0;;;;;;;
58,75;0,327;73,932;33,314;0,338;0,315;0;;;;;;;
59,375;0,409;78,383;39,461;0,361;0,34;0;;;;;;;
60;0,475;81,359;46,397;0,378;0,37;0;;;;;;;
60,625;0,563;85,787;54,867;0,397;0,401;0;;;;;;;
61,25;0,562;88,742;62,065;0,41;0,443;0;;;;;;;
61,875;0,626;93,153;68,297;0,425;0,482;0;;;;;;;
62,5;0,596;96,078;79,401;0,432;0,535;0;;;;;;;
63,125;0,628;100,474;79,5;0,445;0,582;0;;;;;;;
63,75;0,622;103,384;87,852;0,449;0,637;0;;;;;;;
64,375;0,607;107,765;91,62;0,458;0,697;0;;;;;;;
65;0,645;110,681;92,475;0,463;0,752;0;;;;;;;
65,625;0,628;115,046;99,708;0,469;0,818;0;;;;;;;
66,25;0,679;117,962;100,291;0,475;0,878;0;;;;;;;
66,875;0,666;122,32;106,635;0,479;0,946;0;;;;;;;
67,5;0,711;125,248;107,995;0,487;1,014;0;;;;;;;
68,125;0,716;129,607;111,403;0,492;1,083;0;;;;;;;
68,75;0,731;132,528;115,282;0,498;1,157;0;;;;;;;
69,375;0,784;136,898;120,331;0,505;1,229;0;;;;;;;
70;0,788;139,808;123,503;0,51;1,309;0;;;;;;;
70,625;0,839;144,196;125,295;0,52;1,385;0;;;;;;;
71,25;0,835;147,104;129,844;0,524;1,467;0;;;;;;;
71,875;0,87;151,496;131,642;0,535;1,55;0;;;;;;;
72,5;0,901;154,417;132,718;0,542;1,63;0;;;;;;;
73,125;0,929;158,818;133,236;0,555;1,717;0;;;;;;;
73,75;0,983;161,752;135,426;0,564;1,797;0;;;;;;;
74,375;1,035;166,167;135,407;0,58;1,884;0;;;;;;;
75;1,101;169,131;131,873;0,595;1,965;0;;;;;;;
75,625;1,142;173,572;133,654;0,616;2,049;0;;;;;;;
76,25;1,193;176,54;133,573;0,632;2,135;0;;;;;;;
76,875;1,211;181,007;133,69;0,658;2,217;0;;;;;;;
77,5;1,289;183,999;134,992;0,679;2,304;0;;;;;;;
78,125;1,341;188,491;134,563;0,71;2,387;0;;;;;;;
78,75;1,437;191,482;137,198;0,73;2,475;0;;;;;;;
79,375;1,508;196,004;139,699;0,768;2,561;0;;;;;;;
80;1,586;198,993;145,444;0,788;2,652;0;;;;;;;
80,625;1,658;203,501;149,136;0,822;2,746;0;;;;;;;
81,25;1,687;206,487;157,425;0,841;2,842;0;;;;;;;
81,875;1,791;210,97;161,932;0,871;2,944;0;;;;;;;
82,5;1,808;213,944;168,836;0,888;3,048;0;;;;;;;
83,125;1,885;218,399;176,856;0,912;3,158;0;;;;;;;
83,75;1,899;221,365;181,58;0,927;3,272;0;;;;;;;
84,375;1,939;225,792;188,168;0,946;3,39;0;;;;;;;
85;1,97;228,744;193,376;0,958;3,51;0;;;;;;;
85,625;1,945;233,158;199,343;0,974;3,634;0;;;;;;;
86,25;2,009;236,099;202,888;0,984;3,76;0;;;;;;;
86,875;1,959;240,526;203,771;1,003;3,888;0;;;;;;;
87,5;2,021;243,491;200,621;1,018;4,013;0;;;;;;;
88,125;2,054;247,939;204,273;1,041;4,141;0;;;;;;;
88,75;2,104;250,905;205,355;1,056;4,269;0;;;;;;;
89,375;2,201;255,375;206,128;1,083;4,397;0;;;;;;;
90;2,221;258,345;211,524;1,099;4,531;0;;;;;;;
90,625;2,352;262,795;221,726;1,122;4,667;0;;;;;;;
91,25;2,369;263,662;231,543;1,13;4,813;0;;;;;;;
91,875;2,43;263,712;242,338;1,14;4,964;0;;;;;;;
92,5;2,41;263,699;256,593;1,138;5,124;0;;;;;;;
93,125;2,328;263,688;254,968;1,136;5,284;0;;;;;;;
93,75;2,267;263,656;263,525;1,129;5,447;0;;;;;;;
94,375;2,141;263,548;282,342;1,108;5,626;0;;;;;;;
95;2,068;263,45;293,323;1,088;5,805;0;;;;;;;
95,625;1,96;263,284;290,738;1,055;5,989;0;;;;;;;
96,25;1,912;263,21;282,539;1,04;6,165;0;;;;;;;
96,875;1,897;263,099;273,982;1,018;6,336;0;;;;;;;
97,5;1,892;263,053;267,976;1,009;6,506;0;;;;;;;
98,125;1,973;263,013;256,92;1,001;6,664;0;;;;;;;
98,75;2,043;263,013;246,709;1,001;6,82;0;;;;;;;
99,375;2,126;263,057;239,284;1,01;6,968;0;;;;;;;
100;2,175;263,041;258,39;1,006;7,131;0;;;;;;;
100,625;2,134;263,013;256,503;1,001;7,294;0;;;;;;;
101,25;2,091;262,957;271,572;0,99;7,463;0;;;;;;;
101,875;2,031;258,796;272,23;0,971;7,634;0;;;;;;;
102,5;1,965;255,825;289,025;0,951;7,813;0;;;;;;;
103,125;1,908;251,298;303,452;0,906;8,002;0;;;;;;;
103,75;1,762;248,243;314,166;0,869;8,198;0;;;;;;;
104,375;1,674;243,628;315,195;0,807;8,394;0;;;;;;;
105;1,517;240,554;310,528;0,766;8,589;0;;;;;;;
105,625;1,356;235,991;292,098;0,714;8,771;0;;;;;;;
106,25;1,278;232,998;265,825;0,69;8,938;0;;;;;;;
106,875;1,255;228,595;238,845;0,67;9,089;0;;;;;;;
107,5;1,395;225,721;218,184;0,669;9,223;0;;;;;;;
108,125;1,493;221,423;206,998;0,67;9,355;0;;;;;;;
108,75;1,669;218,56;210,847;0,672;9,485;0;;;;;;;
109,375;1,707;214,203;220,009;0,661;9,622;0;;;;;;;
110;1,684;211,268;232,995;0,648;9,768;0;;;;;;;
110,625;1,654;206,809;240,964;0,617;9,917;0;;;;;;;
111,25;1,511;203,813;245,603;0,592;10,073;0;;;;;;;
111,875;1,47;199,321;241,687;0,554;10,22;0;;;;;;;
112,5;1,312;196,319;239,655;0,528;10,373;0;;;;;;;
113,125;1,235;191,824;240,496;0,489;10,523;0;;;;;;;
113,75;1,119;188,799;242,183;0,458;10,673;0;;;;;;;
114,375;0,995;184,264;239,845;0,412;10,824;0;;;;;;;
115;0,958;181,244;230,882;0,382;10,967;0;;;;;;;
115,625;0,888;176,74;222,418;0,342;11,109;0;;;;;;;
116,25;0,901;173,756;212,431;0,319;11,239;0;;;;;;;
116,875;0,889;169,282;204,62;0,285;11,368;0;;;;;;;
117,5;0,908;166,321;198,815;0,267;11,493;0;;;;;;;
118,125;0,892;161,869;193,185;0,237;11,612;0;;;;;;;
118,75;0,882;158,912;187,845;0,22;11,732;0;;;;;;;
119,375;0,88;154,483;182,546;0,195;11,844;0;;;;;;;
120;0,866;151,533;175,876;0,179;11,957;0;;;;;;;
120,625;0,846;147,136;167,553;0,16;12,06;0;;;;;;;
121,25;0,805;144,188;164,095;0,145;12,164;0;;;;;;;
121,875;0,79;139,815;155,8;0,131;12,262;0;;;;;;;
122,5;0,76;136,887;152,322;0,119;12,356;0;;;;;;;
123,125;0,788;132,537;140,053;0,11;12,446;0;;;;;;;
123,75;0,773;129,635;137,938;0,103;12,53;0;;;;;;;
124,375;0,822;125,295;128,606;0,096;12,612;0;;;;;;;
125;0,821;122,399;128,745;0,091;12,692;0;;;;;;;
125,625;0,835;118,047;123,985;0,081;12,771;0;;;;;;;
126,25;0,846;115,155;122,755;0,077;12,849;0;;;;;;;
126,875;0,815;110,802;118,989;0,067;12,922;0;;;;;;;
127,5;0,847;107,894;119,056;0,059;12,999;0;;;;;;;
128,125;0,799;103,537;116,351;0,048;13,069;0;;;;;;;
128,75;0,816;100,628;111,154;0,041;13,141;0;;;;;;;
129,375;0,776;96,268;108,677;0,029;13,209;0;;;;;;;
130;0,768;93,364;103,948;0,023;13,273;0;;;;;;;
130,625;0,779;89,023;97,626;0,015;13,335;0;;;;;;;
131,25;0,747;86,132;90,918;0,011;13,391;0;;;;;;;
131,875;0,806;81,8;87,072;0,005;13,446;0;;;;;;;
132,5;0,772;78,909;84,904;0,001;13,499;0;;;;;;;
133,125;0,808;74,567;82,731;-0,007;13,551;0;;;;;;;
133,75;0,776;71,676;79,965;-0,011;13,601;0;;;;;;;
134,375;0,749;67,331;76,059;-0,019;13,648;0;;;;;;;
135;0,756;64,432;73,785;-0,025;13,695;0;;;;;;;
135,625;0,686;60,094;68,44;-0,032;13,738;0;;;;;;;
136,25;0,723;57,198;64,595;-0,038;13,778;0;;;;;;;
136,875;0,662;52,86;60,692;-0,044;13,816;0;;;;;;;
137,5;0,697;49,97;57,268;-0,048;13,852;0;;;;;;;
138,125;0,659;45,633;53,768;-0,055;13,885;0;;;;;;;
138,75;0,645;42,745;49,381;-0,059;13,917;0;;;;;;;
139,375;0,665;38,408;46,287;-0,065;13,946;0;;;;;;;
140;0,601;35,512;44,522;-0,071;13,975;0;;;;;;;
140,625;0,654;31,166;41,546;-0,079;14,001;0;;;;;;;
141,25;0,596;28,268;39,392;-0,085;14,026;0;;;;;;;
141,875;0,621;23,919;36,346;-0,094;14,049;0;;;;;;;
142,5;0,576;21,009;37,464;-0,102;14,072;0;;;;;;;
143,125;0,533;16,649;30,816;-0,113;14,093;0;;;;;;;
143,75;0,56;13,737;29,73;-0,122;14,112;0;;;;;;;
144,375;0,478;9,367;26,508;-0,135;14,13;0;;;;;;;
145;0,5;6,454;25,373;-0,144;14,145;0;;;;;;;
145,625;0,435;2,08;19,474;-0,158;14,158;0;;;;;;;
146,25;0,42;-0,834;20,693;-0,166;14,169;0;;;;;;;
146,875;0,372;-0,894;12,924;-0,178;14,177;0;;;;;;;
147,5;0,313;-0,918;7,929;-0,183;14,183;0;;;;;;;
148,125;0,366;-0,922;2,648;-0,184;14,183;0;;;;;;;
148,75;0,325;-0,921;-1,973;-0,184;14,184;0;;;;;;;
149,375;0,409;-0,911;-1,23;-0,182;14,181;0;;;;;;;
150;0,365;-0,913;-0,014;-0,182;14,182;0;;;;;;;
150,625;0,398;-0,907;-0,59;-0,181;14,182;0;;;;;;;
151,25;0,409;-0,912;0,03;-0,182;14,181;0;;;;;;;
151,875;0,36;-0,914;1,401;-0,182;14,184;0;;;;;;;
152,5;0,414;-0,919;2,678;-0,184;14,184;0;;;;;;;
153,125;0,359;-0,928;-0,095;-0,185;14,186;0;;;;;;;
153,75;0,409;-0,928;-0,38;-0,185;14,185;0;;;;;;;
154,375;0,372;-0,937;0,71;-0,187;14,186;0;;;;;;;
155;0,375;-0,938;0,221;-0,187;14,187;0;;;;;;;
155,625;0,39;-0,943;0,496;-0,188;14,187;0;;;;;;;
156,25;0,351;-0,94;0,083;-0,188;14,188;0;;;;;;;
156,875;0,407;-0,941;1,614;-0,188;14,187;0;;;;;;;
157,5;0,351;-0,945;0,418;-0,189;14,188;0;;;;;;;
158,125;0,406;-0,943;1,127;-0,188;14,188;0;;;;;;;
158,75;0,378;-0,946;0,874;-0,189;14,188;0;;;;;;;
159,375;0,364;-0,94;-0,529;-0,188;14,189;0;;;;;;;
160;0,401;-0,943;0,651;-0,188;14,188;0;;;;;;;
160,625;0,344;-0,944;0,457;-0,188;14,189;0;;;;;;;
161,25;0,405;-0,938;-0,833;-0,187;14,187;0;;;;;;;
161,875;0,351;-0,948;1,756;-0,189;14,189;0;;;;;;;
162,5;0,394;-0,943;0,052;-0,188;14,189;0;;;;;;;
163,125;0,368;-0,95;-1,096;-0,19;14,19;0;;;;;;;
163,75;0,358;-0,951;0,357;-0,19;14,189;0;;;;;;;
164,375;0,397;-0,953;-0,496;-0,19;14,188;0;;;;;;;
165;0,338;-0,956;-0,011;-0,191;14,19;0;;;;;;;
165,625;0,398;-0,949;0,413;-0,189;14,189;0;;;;;;;
166,25;0,351;-0,949;-1,156;-0,189;14,19;0;;;;;;;
166,875;0,376;-0,95;0,634;-0,19;14,19;0;;;;;;;
167,5;0,358;-0,95;0,358;-0,19;14,189;0;;;;;;;
168,125;0,346;-0,947;1,869;-0,189;14,19;0;;;;;;;
168,75;0,381;-0,95;0,505;-0,19;14,189;0;;;;;;;
169,375;0,325;-0,951;1,298;-0,19;14,19;0;;;;;;;
170;0,385;-0,946;-0,264;-0,189;14,189;0;;;;;;;
170,625;0,325;-0,951;1,029;-0,19;14,19;0;;;;;;;
171,25;0,369;-0,952;0,393;-0,19;14,19;0;;;;;;;
171,875;0,351;-0,96;2,064;-0,192;14,19;0;;;;;;;
172,5;0,329;-0,96;0,881;-0,192;14,191;0;;;;;;;
173,125;0,38;-0,952;-2,132;-0,19;14,189;0;;;;;;;
173,75;0,327;-0,955;-0,649;-0,191;14,19;0;;;;;;;
174,375;0,395;-0,95;0,617;-0,19;14,189;0;;;;;;;
175;0,323;-0,947;1,11;-0,189;14,19;0;;;;;;;
175,625;0,354;-0,945;-0,868;-0,189;14,19;0;;;;;;;
176,25;0,349;-0,95;-0,648;-0,19;14,19;0;;;;;;;
176,875;0,315;-0,952;0,453;-0,19;14,191;0;;;;;;;
177,5;0,368;-0,95;-0,127;-0,19;14,19;0;;;;;;;
178,125;0,315;-0,956;0,397;-0,191;14,191;0;;;;;;;
178,75;0,359;-0,947;0,643;-0,189;14,191;0;;;;;;;
179,375;0,329;-0,948;-2,614;-0,189;14,189;0;;;;;;;
180;0,334;-0,952;1,884;-0,19;14,19;0;;;;;;;
180,625;0,364;-0,954;0,154;-0,19;14,188;0;;;;;;;
181,25;0,31;-0,954;-0,469;-0,19;14,191;0;;;;;;;
181,875;0,363;-0,953;1,302;-0,19;14,19;0;;;;;;;
182,5;0,326;-0,954;0,156;-0,19;14,19;0;;;;;;;
183,125;0,371;-0,945;-1,931;-0,189;14,189;0;;;;;;;
183,75;0,334;-0,951;1,404;-0,19;14,191;0;;;;;;;
184,375;0,334;-0,948;-1,289;-0,189;14,19;0;;;;;;;
185;0,358;-0,952;0,587;-0,19;14,189;0;;;;;;;
185,625;0,296;-0,953;2,425;-0,19;14,192;0;;;;;;;
186,25;0,354;-0,951;-0,04;-0,19;14,19;0;;;;;;;
186,875;0,3;-0,955;-1,062;-0,191;14,191;0;;;;;;;
187,5;0,346;-0,951;-0,07;-0,19;14,191;0;;;;;;;
188,125;0,344;-0,955;-0,943;-0,191;14,19;0;;;;;;;
188,75;0,326;-0,955;0,94;-0,191;14,191;0;;;;;;;
189,375;0,356;-0,956;0,432;-0,191;14,19;0;;;;;;;
190;0,293;-0,955;-1,091;-0,191;14,192;0;;;;;;;
190,625;0,344;-0,952;-0,454;-0,19;14,19;0;;;;;;;
191,25;0,313;-0,961;0,311;-0,192;14,191;0;;;;;;;
191,875;0,332;-0,952;0,299;-0,19;14,19;0;;;;;;;
192,5;0,315;-0,955;-0,528;-0,191;14,19;0;;;;;;;
193,125;0,285;-0,951;0,124;-0,19;14,191;0;;;;;;;
193,75;0,346;-0,955;0,315;-0,191;14,19;0;;;;;;;
194,375;0,288;-0,956;0,262;-0,191;14,192;0;;;;;;;
195;0,35;-0,951;-0,509;-0,19;14,189;0;;;;;;;
195,625;0,301;-0,952;-0,828;-0,19;14,191;0;;;;;;;
196,25;0,317;-0,953;0,444;-0,19;14,191;0;;;;;;;
196,875;0,316;-0,959;-1,563;-0,191;14,191;0;;;;;;;
197,5;0,298;-0,952;-1,917;-0,19;14,192;0;;;;;;;
198,125;0,334;-0,956;-1,237;-0,191;14,19;0;;;;;;;
198,75;0,292;-0,957;-0,678;-0,191;14,191;0;;;;;;;
199,375;0,341;-0,954;1,8;-0,19;14,191;0;;;;;;;
200;0,276;-0,956;0,544;-0,191;14,192;0;;;;;;;
200,625;0,317;-0,953;-0,752;-0,19;14,192;0;;;;;;;
201,25;0,311;-0,954;0,91;-0,19;14,191;0;;;;;;;
201,875;0,271;-0,953;1,254;-0,19;14,191;0;;;;;;;
202,5;0,335;-0,951;-0,183;-0,19;14,191;0;;;;;;;
203,125;0,281;-0,958;0,991;-0,191;14,192;0;;;;;;;
203,75;0,327;-0,959;0,03;-0,191;14,191;0;;;;;;;
204,375;0,3;-0,961;0,471;-0,192;14,191;0;;;;;;;
205;0,294;-0,959;0,054;-0,191;14,192;0;;;;;;;
205,625;0,326;-0,96;-0,107;-0,192;14,19;0;;;;;;;
206,25;0,276;-0,963;-0,758;-0,192;14,192;0;;;;;;;
206,875;0,332;-0,959;0,396;-0,192;14,19;0;;;;;;;
207,5;0,267;-0,96;0,892;-0,192;14,192;0;;;;;;;
208,125;0,323;-0,955;-1,873;-0,191;14,191;0;;;;;;;
208,75;0,297;-0,958;0,869;-0,191;14,191;0;;;;;;;
209,375;0,29;-0,958;0,216;-0,191;14,192;0;;;;;;;
210;0,324;-0,961;0,655;-0,192;14,191;0;;;;;;;
210,625;0,26;-0,957;-0,35;-0,191;14,192;0;;;;;;;
211,25;0,32;-0,956;0,156;-0,191;14,191;0;;;;;;;
211,875;0,264;-0,959;-0,622;-0,191;14,191;0;;;;;;;
212,5;0,312;-0,955;0,917;-0,191;14,192;0;;;;;;;
213,125;0,292;-0,962;-1,322;-0,192;14,191;0;;;;;;;
213,75;0,278;-0,964;0,697;-0,192;14,191;0;;;;;;;
214,375;0,311;-0,961;-0,895;-0,192;14,19;0;;;;;;;
215;0,267;-0,961;0,338;-0,192;14,192;0;;;;;;;
215,625;0,312;-0,959;0,488;-0,191;14,191;0;;;;;;;
216,25;0,26;-0,958;0,176;-0,191;14,192;0;;;;;;;
216,875;0,288;-0,957;-0,529;-0,191;14,192;0;;;;;;;
217,5;0,284;-0,961;1,198;-0,192;14,192;0;;;;;;;
218,125;0,248;-0,956;-0,749;-0,191;14,192;0;;;;;;;
218,75;0,307;-0,959;0,461;-0,191;14,191;0;;;;;;;
219,375;0,243;-0,964;1,425;-0,192;14,193;0;;;;;;;
220;0,307;-0,953;-2,01;-0,19;14,19;0;;;;;;;
220,625;0,252;-0,964;0,06;-0,192;14,192;0;;;;;;;
221,25;0,279;-0,96;1,849;-0,192;14,192;0;;;;;;;
221,875;0,274;-0,963;-0,871;-0,192;14,191;0;;;;;;;
222,5;0,245;-0,963;-1,507;-0,192;14,192;0;;;;;;;
223,125;0,296;-0,964;1,743;-0,192;14,192;0;;;;;;;
223,75;0,244;-0,958;-4,123;-0,191;14,192;0;;;;;;;
224,375;0,305;-0,953;1,088;-0,19;14,19;0;;;;;;;
225;0,258;-0,958;-0,834;-0,191;14,19;0;;;;;;;
225,625;0,274;-0,947;0,813;-0,189;14,19;0;;;;;;;
226,25;0,286;-0,949;0,385;-0,19;14,19;0;;;;;;;
226,875;0,241;-0,958;2,19;-0,191;14,192;0;;;;;;;
227,5;0,288;-0,957;-1,155;-0,191;14,19;0;;;;;;;
228,125;0,24;-0,972;5,064;-0,194;14,194;0;;;;;;;
228,75;0,292;-0,952;-6,744;-0,19;14,192;0;;;;;;;
