sep=,
"Time","Egasi1_maxForce TestiranjeAktuatorja_13092024","Egasi1_minForce TestiranjeAktuatorja_13092024","Egasi_Temperatura TestiranjeAktuatorja_13092024","PresaDelujeINT TestiranjeAktuatorja_13092024","PresaHitrost TestiranjeAktuatorja_13092024","PresaStevec TestiranjeAktuatorja_13092024","Rezerva TestiranjeAktuatorja_13092024","Temperatura okolice TestiranjeAktuatorja_13092024","Temperatura okolice RTD TestiranjeAktuatorja_13092024","Temperatura orodja 1 TestiranjeAktuatorja_13092024","Temperatura orodja 2 TestiranjeAktuatorja_13092024"
2024-10-14 08:48:46,28.9,-7.52,34.8,1,0,7,-1,23.6,22.9,23.5,21.5
2024-10-14 08:48:47,28.8,-7.51,34.8,1,0,7,-1,23.6,22.9,23.5,21.5
2024-10-14 08:48:48,28.8,-7.78,34.8,1,0,7,-1,23.5,22.9,23.5,21.5
2024-10-14 08:48:49,28.9,-7.76,34.8,1,0,7,-1,23.5,22.9,23.5,21.5
2024-10-14 08:48:50,28.8,-7.68,34.8,1,0,7,-1,23.5,22.9,23.5,21.5
2024-10-14 08:48:51,28.8,-7.76,34.8,1,0,7,-1,23.5,22.9,23.5,21.5
2024-10-14 08:48:52,28.9,-7.68,34.8,1,0,7,-1,23.5,22.9,23.5,21.5
2024-10-14 08:48:53,28.9,-7.67,34.8,1,0,7,-1,23.7,22.9,23.6,21.5
2024-10-14 08:48:54,28.9,-7.54,34.8,1,0,7,-1,23.7,22.9,23.6,21.5
2024-10-14 08:48:55,28.9,-7.83,34.8,1,0,7,-1,23.7,22.9,23.6,21.5
2024-10-14 08:48:56,28.8,-7.75,34.8,1,0,7,-1,23.7,22.9,23.6,21.5
2024-10-14 08:48:57,29.0,-7.61,34.8,1,0,7,-1,23.7,22.9,23.6,21.5
2024-10-14 08:48:58,29.0,-7.74,34.8,1,0,7,-1,23.7,22.9,23.6,21.6
2024-10-14 08:48:59,29.0,-7.70,34.8,1,0,7,-1,23.7,22.9,23.7,21.6
2024-10-14 08:49:00,28.9,-7.62,34.8,1,0,7,-1,23.7,22.9,23.7,21.6
2024-10-14 08:49:01,28.9,-7.44,34.8,1,0,7,-1,23.7,22.9,23.7,21.6
2024-10-14 08:49:02,28.9,-7.58,34.8,1,0,7,-1,23.7,22.9,23.7,21.6
2024-10-14 08:49:03,29.0,-7.71,34.8,1,0,7,-1,23.7,22.9,23.8,21.6
2024-10-14 08:49:04,28.9,-7.57,34.8,1,0,7,-1,23.7,22.9,23.7,21.6
2024-10-14 08:49:05,29.0,-7.78,34.8,1,0,7,-1,23.7,22.9,23.7,21.5
2024-10-14 08:49:06,29.0,-7.62,34.8,1,0,7,-1,23.7,22.9,23.7,21.5
2024-10-14 08:49:07,29.0,-7.59,34.8,1,0,7,-1,23.7,22.9,23.7,21.5
2024-10-14 08:49:08,29.0,-7.59,34.8,1,0,7,-1,23.7,22.9,23.7,21.5
2024-10-14 08:49:09,29.1,-7.81,34.8,1,0,7,-1,23.7,22.9,23.7,21.5
2024-10-14 08:49:10,29.0,-7.65,34.8,1,0,7,-1,23.7,22.9,23.7,21.5
2024-10-14 08:49:11,29.0,-7.76,34.8,1,0,7,-1,23.7,22.9,23.7,21.5
2024-10-14 08:49:12,29.0,-7.57,34.8,1,0,7,-1,23.7,22.9,23.7,21.5
2024-10-14 08:49:13,29.0,-7.72,34.8,1,0,7,-1,23.7,22.9,23.7,21.5
2024-10-14 08:49:14,29.1,-7.87,34.8,1,0,7,-1,23.7,22.9,23.7,21.5
2024-10-14 08:49:15,29.0,-7.84,34.8,1,0,7,-1,23.7,22.9,23.7,21.5
2024-10-14 08:49:16,28.9,-7.85,34.8,1,0,7,-1,23.7,22.9,23.7,21.5
2024-10-14 08:49:17,29.0,-7.81,34.8,1,0,7,-1,23.7,22.9,23.7,21.5
2024-10-14 08:49:18,28.9,-7.61,34.8,1,0,7,-1,23.8,22.9,23.7,21.5
2024-10-14 08:49:19,29.0,-7.81,34.8,1,0,7,-1,23.8,22.9,23.7,21.5
2024-10-14 08:49:20,29.1,-7.77,34.8,1,0,7,-1,23.8,22.9,23.7,21.5
2024-10-14 08:49:21,29.0,-7.76,34.8,1,0,7,-1,23.8,22.9,23.7,21.5
2024-10-14 08:49:22,29.0,-7.73,34.8,1,0,7,-1,23.8,22.9,23.7,21.5
2024-10-14 08:49:23,28.9,-7.69,34.8,1,0,7,-1,23.8,22.9,23.8,21.5
2024-10-14 08:49:24,28.8,-7.67,34.8,1,0,7,-1,23.7,22.9,23.8,21.5
2024-10-14 08:49:25,28.9,-7.75,34.8,1,0,7,-1,23.7,22.9,23.8,21.5
2024-10-14 08:49:26,29.0,-7.64,34.8,1,0,7,-1,23.7,22.9,23.8,21.5
2024-10-14 08:49:27,29.0,-7.76,34.8,1,0,7,-1,23.7,22.9,23.8,21.5
2024-10-14 08:49:28,28.9,-7.76,34.8,1,0,7,-1,23.7,22.9,23.8,21.5
2024-10-14 08:49:29,29.0,-7.75,34.8,1,0,7,-1,23.7,22.9,23.7,21.4
2024-10-14 08:49:30,28.9,-7.94,34.8,1,0,7,-1,23.7,22.9,23.7,21.4
2024-10-14 08:49:31,29.0,-7.66,34.8,1,0,7,-1,23.7,22.9,23.7,21.4
2024-10-14 08:49:32,28.9,-7.64,34.8,1,0,7,-1,23.7,22.9,23.7,21.4
2024-10-14 08:49:33,29.0,-7.66,34.8,1,0,7,-1,23.7,22.9,23.7,21.4
2024-10-14 08:49:34,29.0,-7.65,34.8,1,0,7,-1,23.7,22.9,23.7,21.4
2024-10-14 08:49:35,29.0,-7.75,34.8,1,0,7,-1,23.7,22.9,23.7,21.6
2024-10-14 08:49:36,29.0,-7.78,34.8,1,0,7,-1,23.7,22.9,23.9,21.6
2024-10-14 08:49:37,29.0,-7.84,34.8,1,0,7,-1,23.7,22.9,23.9,21.6
2024-10-14 08:49:38,28.9,-7.76,34.8,1,0,7,-1,23.7,22.9,23.9,21.6
2024-10-14 08:49:39,28.9,-7.85,34.8,1,0,7,-1,23.7,22.9,23.9,21.6
2024-10-14 08:49:40,29.0,-7.78,34.8,1,0,7,-1,23.7,22.9,23.9,21.6
2024-10-14 08:49:41,29.0,-7.85,34.8,1,0,7,-1,23.7,22.9,24,21.6
2024-10-14 08:49:42,29.0,-7.74,34.8,1,0,7,-1,23.7,22.9,24,21.6
2024-10-14 08:49:43,28.9,-7.92,34.8,1,0,7,-1,23.7,22.9,24,21.6
2024-10-14 08:49:44,28.9,-7.83,34.8,1,0,7,-1,23.7,22.9,24,21.6
2024-10-14 08:49:45,28.9,-7.80,34.8,1,0,7,-1,23.7,22.9,24,21.6
2024-10-14 08:49:46,28.8,-7.72,34.8,1,0,7,-1,23.7,22.9,24,21.6
2024-10-14 08:49:47,28.9,-7.55,34.8,1,0,7,-1,23.7,22.9,23.9,21.6
2024-10-14 08:49:48,29.0,-7.70,34.8,1,0,7,-1,23.8,22.9,23.9,21.5
2024-10-14 08:49:49,28.9,-7.67,34.8,1,0,7,-1,23.8,22.9,23.9,21.5
2024-10-14 08:49:50,28.9,-7.69,34.8,1,0,7,-1,23.8,22.9,23.9,21.5
2024-10-14 08:49:51,28.9,-7.80,34.8,1,0,7,-1,23.8,22.9,23.9,21.5
2024-10-14 08:49:52,28.9,-7.80,34.8,1,0,7,-1,23.8,22.9,23.9,21.5
2024-10-14 08:49:53,28.9,-7.84,34.8,1,0,7,-1,23.8,22.9,23.9,21.5
2024-10-14 08:49:54,28.9,-7.82,34.8,1,0,7,-1,23.7,22.9,23.9,21.5
2024-10-14 08:49:55,28.9,-7.88,34.8,1,0,7,-1,23.7,22.9,23.9,21.5
2024-10-14 08:49:56,28.9,-7.72,34.8,1,0,7,-1,23.7,22.9,23.9,21.5
2024-10-14 08:49:57,28.8,-7.68,34.8,1,0,7,-1,23.7,22.9,24,21.5
2024-10-14 08:49:58,28.9,-7.81,34.8,1,0,7,-1,23.7,22.9,24,21.5
2024-10-14 08:49:59,28.8,-7.70,34.8,1,0,7,-1,23.7,22.9,24,21.5
2024-10-14 08:50:00,28.9,-7.82,34.8,1,0,7,-1,23.7,22.9,24,21.6
2024-10-14 08:50:01,28.9,-7.67,34.8,1,0,7,-1,23.6,22.9,24,21.5
2024-10-14 08:50:02,28.9,-7.77,34.8,1,0,7,-1,23.6,22.9,24,21.5
2024-10-14 08:50:03,28.9,-7.78,34.8,1,0,7,-1,23.6,22.9,24,21.5
2024-10-14 08:50:04,28.8,-7.69,34.8,1,0,7,-1,23.6,22.9,24,21.5
2024-10-14 08:50:05,28.9,-7.80,34.8,1,0,7,-1,23.6,22.9,24,21.5
2024-10-14 08:50:06,28.8,-7.73,34.8,1,0,7,-1,23.7,22.9,24,21.5
2024-10-14 08:50:07,29.0,-7.74,34.8,1,0,7,-1,23.7,22.9,24,21.5
2024-10-14 08:50:08,28.9,-7.59,34.8,1,0,7,-1,23.7,22.9,24,21.5
2024-10-14 08:50:09,28.9,-7.42,34.8,1,0,7,-1,23.7,22.9,24,21.5
2024-10-14 08:50:10,28.8,-7.66,34.8,1,0,7,-1,23.7,22.9,24,21.5
2024-10-14 08:50:11,28.9,-7.92,34.8,1,0,7,-1,23.7,22.9,24,21.5
2024-10-14 08:50:12,28.8,-7.70,39.3,1,0,7,-1,23.7,22.9,24,21.5
2024-10-14 08:50:13,28.9,-7.73,34.8,1,0,7,-1,23.6,22.9,24,21.5
2024-10-14 08:50:14,28.9,-7.71,34.8,1,0,7,-1,23.6,22.9,24,21.5
2024-10-14 08:50:15,28.9,-7.55,34.8,1,0,7,-1,23.6,22.9,24,21.5
2024-10-14 08:50:16,28.9,-7.62,34.8,1,0,7,-1,23.6,22.9,24,21.5
2024-10-14 08:50:17,28.8,-7.67,34.8,1,0,7,-1,23.6,22.9,24,21.5
2024-10-14 08:50:18,28.9,-7.54,34.8,1,0,7,-1,23.6,22.9,24.1,21.6
2024-10-14 08:50:19,28.9,-7.59,34.8,1,0,7,-1,23.6,22.9,24.1,21.6
2024-10-14 08:50:20,29.0,-7.51,34.8,1,0,7,-1,23.6,22.9,24.1,21.6
2024-10-14 08:50:21,28.9,-7.72,34.8,1,0,7,-1,23.6,22.9,24.1,21.6
2024-10-14 08:50:22,29.0,-7.84,34.8,1,0,7,-1,23.6,22.9,24.1,21.6
2024-10-14 08:50:23,28.9,-7.69,34.8,1,0,7,-1,23.6,22.9,24.1,21.6
2024-10-14 08:50:24,28.9,-8.01,39.3,1,0,7,-1,23.6,22.9,24.1,21.5
2024-10-14 08:50:25,28.9,-7.92,34.8,1,0,7,-1,23.7,22.9,24.1,21.5
2024-10-14 08:50:26,28.9,-7.79,34.8,1,0,7,-1,23.7,22.9,24.1,21.5
2024-10-14 08:50:27,28.9,-7.72,39.3,1,0,7,-1,23.7,22.9,24.1,21.5
2024-10-14 08:50:28,28.9,-7.78,39.3,1,0,7,-1,23.7,22.9,24.1,21.5
2024-10-14 08:50:29,28.9,-7.80,34.8,1,0,7,-1,23.7,22.9,24.1,21.5
2024-10-14 08:50:30,28.9,-7.73,34.8,1,0,7,-1,23.7,22.9,24.2,21.6
2024-10-14 08:50:31,28.9,-7.89,34.8,1,0,7,-1,23.6,22.9,24.2,21.6
2024-10-14 08:50:32,28.9,-7.78,39.3,1,0,7,-1,23.6,22.9,24.2,21.6
2024-10-14 08:50:33,28.8,-7.78,39.3,1,0,7,-1,23.6,22.9,24.2,21.6
2024-10-14 08:50:34,28.9,-7.68,39.3,1,0,7,-1,23.6,22.9,24.2,21.6
2024-10-14 08:50:35,29.0,-7.70,39.3,1,0,7,-1,23.6,22.9,24.2,21.6
2024-10-14 08:50:36,28.9,-7.54,34.8,1,0,7,-1,23.6,22.9,24.1,21.5
2024-10-14 08:50:37,28.8,-7.64,34.8,1,0,7,-1,23.7,22.9,24.1,21.5
2024-10-14 08:50:38,28.9,-7.70,34.8,1,0,7,-1,23.7,22.9,24.1,21.5
2024-10-14 08:50:39,28.8,-7.67,39.3,1,0,7,-1,23.7,22.9,24.1,21.5
2024-10-14 08:50:40,28.8,-7.70,34.8,1,0,7,-1,23.7,22.9,24.1,21.5
2024-10-14 08:50:41,28.8,-7.65,39.3,1,0,7,-1,23.7,22.9,24.1,21.5
2024-10-14 08:50:42,28.8,-7.72,39.3,1,0,7,-1,23.7,22.9,24.3,21.5
2024-10-14 08:50:43,28.8,-7.56,39.3,1,0,7,-1,23.8,22.9,24.3,21.6
2024-10-14 08:50:44,28.8,-7.72,39.3,1,0,7,-1,23.8,22.9,24.3,21.6
2024-10-14 08:50:45,28.8,-7.78,39.3,1,0,7,-1,23.8,22.9,24.3,21.6
2024-10-14 08:50:46,28.8,-7.71,39.3,1,0,7,-1,23.8,22.9,24.3,21.6
2024-10-14 08:50:47,28.9,-7.48,39.3,1,0,7,-1,23.8,22.9,24.3,21.6
2024-10-14 08:50:48,28.8,-7.79,39.3,1,0,7,-1,23.8,22.9,24.3,21.5
2024-10-14 08:50:49,28.8,-7.54,39.3,1,0,7,-1,23.7,22.9,24.2,21.5
2024-10-14 08:50:50,28.8,-7.57,39.3,1,0,7,-1,23.7,22.9,24.2,21.5
2024-10-14 08:50:51,28.8,-7.69,39.3,1,0,7,-1,23.7,22.9,24.2,21.5
2024-10-14 08:50:52,28.9,-7.56,39.3,1,0,7,-1,23.7,22.9,24.2,21.5
2024-10-14 08:50:53,28.8,-7.63,39.3,1,0,7,-1,23.7,22.9,24.2,21.5
2024-10-14 08:50:54,28.7,-7.48,39.3,1,0,7,-1,23.6,22.9,24.3,21.5
2024-10-14 08:50:55,28.7,-7.60,39.3,1,0,7,-1,23.6,22.9,24.3,21.6
2024-10-14 08:50:56,28.9,-7.43,39.3,1,0,7,-1,23.6,22.9,24.3,21.6
2024-10-14 08:50:57,28.8,-7.44,39.3,1,0,7,-1,23.6,22.9,24.3,21.6
2024-10-14 08:50:58,28.8,-7.47,39.3,1,0,7,-1,23.6,22.9,24.3,21.6
2024-10-14 08:50:59,28.9,-7.49,39.3,1,0,7,-1,23.6,22.9,24.3,21.6
2024-10-14 08:51:00,28.8,-7.56,39.3,1,0,7,-1,23.6,22.9,24.3,21.6
2024-10-14 08:51:01,28.8,-7.61,39.3,1,0,7,-1,23.8,22.9,24.3,21.6
2024-10-14 08:51:02,28.7,-7.60,39.3,1,0,7,-1,23.8,22.9,24.3,21.6
2024-10-14 08:51:03,28.8,-7.52,39.3,1,0,7,-1,23.8,22.9,24.3,21.6
2024-10-14 08:51:04,28.8,-7.55,39.3,1,0,7,-1,23.8,22.9,24.3,21.6
2024-10-14 08:51:05,28.8,-7.45,39.3,1,0,7,-1,23.8,22.9,24.3,21.6
2024-10-14 08:51:06,28.7,-7.45,39.3,1,0,7,-1,23.8,22.9,24.3,21.6
2024-10-14 08:51:07,28.8,-7.42,39.3,1,0,7,-1,23.8,22.9,24.4,21.6
2024-10-14 08:51:08,28.7,-7.67,39.3,1,0,7,-1,23.7,22.9,24.4,21.6
2024-10-14 08:51:09,28.7,-7.60,39.3,1,0,7,-1,23.7,22.9,24.4,21.6
2024-10-14 08:51:10,28.8,-7.64,39.3,1,0,7,-1,23.7,22.9,24.4,21.6
2024-10-14 08:51:11,28.7,-7.50,39.3,1,0,7,-1,23.7,22.9,24.4,21.6
2024-10-14 08:51:12,28.8,-7.44,39.3,1,0,7,-1,23.7,22.9,24.4,21.6
2024-10-14 08:51:13,28.8,-7.68,39.3,1,0,7,-1,23.7,22.9,24.4,21.6
2024-10-14 08:51:14,28.7,-7.54,39.3,1,0,7,-1,23.6,22.9,24.4,21.6
2024-10-14 08:51:15,28.7,-7.35,39.3,1,0,7,-1,23.6,22.9,24.4,21.6
2024-10-14 08:51:16,28.9,-7.49,39.3,1,0,7,-1,23.6,22.9,24.4,21.6
2024-10-14 08:51:17,28.9,-7.58,39.3,1,0,7,-1,23.6,22.9,24.4,21.6
2024-10-14 08:51:18,28.9,-7.36,39.3,1,0,7,-1,23.6,22.9,24.4,21.6
2024-10-14 08:51:19,28.9,-7.47,39.3,1,0,7,-1,23.6,22.9,24.4,21.6
2024-10-14 08:51:20,28.9,-7.67,39.3,1,0,7,-1,23.7,22.9,24.4,21.6
2024-10-14 08:51:21,28.8,-7.76,39.3,1,0,7,-1,23.7,22.9,24.4,21.6
2024-10-14 08:51:22,28.8,-7.53,39.3,1,0,7,-1,23.7,22.9,24.4,21.6
2024-10-14 08:51:23,28.8,-7.44,39.3,1,0,7,-1,23.7,22.9,24.4,21.6
2024-10-14 08:51:24,28.9,-7.49,39.3,1,0,7,-1,23.7,22.9,24.5,21.6
2024-10-14 08:51:25,28.9,-7.68,39.3,1,0,7,-1,23.7,22.9,24.5,21.6
2024-10-14 08:51:26,28.9,-7.49,39.3,1,0,7,-1,23.6,22.9,24.5,21.6
2024-10-14 08:51:27,28.8,-7.63,39.3,1,0,7,-1,23.6,22.9,24.5,21.6
2024-10-14 08:51:28,28.8,-7.47,39.3,1,0,7,-1,23.6,22.9,24.5,21.6
2024-10-14 08:51:29,28.7,-7.58,39.3,1,0,7,-1,23.6,22.9,24.5,21.6
2024-10-14 08:51:30,28.7,-7.33,39.3,1,0,7,-1,23.6,22.9,24.5,21.6
2024-10-14 08:51:31,28.8,-7.45,39.3,1,0,7,-1,23.6,22.9,24.5,21.6
2024-10-14 08:51:32,28.8,-7.33,39.3,1,0,7,-1,23.6,22.9,24.5,21.6
2024-10-14 08:51:33,28.7,-7.26,39.3,1,0,7,-1,23.6,22.9,24.5,21.6
2024-10-14 08:51:34,28.9,-7.60,39.3,1,0,7,-1,23.6,22.9,24.5,21.6
2024-10-14 08:51:35,28.8,-7.39,39.3,1,0,7,-1,23.6,22.9,24.5,21.6
2024-10-14 08:51:36,28.8,-7.56,39.3,1,0,7,-1,23.6,22.9,24.5,21.6
2024-10-14 08:51:37,28.9,-7.51,39.3,1,0,7,-1,23.6,22.9,24.5,21.6
2024-10-14 08:51:38,28.9,-7.33,39.3,1,0,7,-1,23.5,22.9,24.5,21.6
2024-10-14 08:51:39,28.8,-7.42,39.3,1,0,7,-1,23.5,22.9,24.5,21.6
2024-10-14 08:51:40,28.8,-7.42,39.3,1,0,7,-1,23.5,22.9,24.5,21.6
2024-10-14 08:51:41,28.8,-7.54,39.3,1,0,7,-1,23.5,22.9,24.5,21.6
2024-10-14 08:51:42,28.8,-7.61,39.3,1,0,7,-1,23.5,22.9,24.5,21.6
2024-10-14 08:51:43,28.7,-7.34,39.3,1,0,7,-1,23.5,22.9,24.5,21.4
2024-10-14 08:51:44,28.9,-7.53,39.3,1,0,7,-1,23.4,22.9,24.4,21.4
2024-10-14 08:51:45,28.8,-7.73,39.3,1,0,7,-1,23.4,22.9,24.4,21.4
2024-10-14 08:51:46,28.7,-7.48,39.3,1,0,7,-1,23.4,22.9,24.4,21.4
2024-10-14 08:51:47,28.8,-7.41,39.3,1,0,7,-1,23.4,22.9,24.4,21.4
2024-10-14 08:51:48,28.8,-7.81,39.3,1,0,7,-1,23.4,22.9,24.4,21.4
2024-10-14 08:51:49,28.7,-7.60,39.3,1,0,7,-1,23.4,22.9,24.5,21.5
2024-10-14 08:51:50,28.7,-7.53,39.3,1,0,7,-1,23.4,22.9,24.5,21.5
2024-10-14 08:51:51,28.7,-7.65,39.3,1,0,7,-1,23.8,22.9,24.5,21.5
2024-10-14 08:51:52,28.7,-7.60,39.3,1,0,7,-1,23.8,22.9,24.5,21.5
2024-10-14 08:51:53,28.7,-7.56,39.3,1,0,7,-1,23.8,22.9,24.5,21.5
2024-10-14 08:51:54,28.8,-7.44,39.3,1,0,7,-1,23.8,22.9,24.5,21.5
2024-10-14 08:51:55,28.7,-7.67,39.3,1,0,7,-1,23.8,22.9,24.5,21.5
2024-10-14 08:51:56,28.7,-7.53,39.3,1,0,7,-1,23.7,22.9,24.6,21.6
2024-10-14 08:51:57,28.7,-7.39,39.3,1,0,7,-1,23.7,22.9,24.6,21.6
2024-10-14 08:51:58,28.8,-7.38,39.3,1,0,7,-1,23.7,22.9,24.6,21.6
2024-10-14 08:51:59,28.9,-7.54,39.3,1,0,7,-1,23.7,22.9,24.6,21.6
2024-10-14 08:52:00,28.9,-7.26,39.3,1,0,7,-1,23.7,22.9,24.6,21.6
2024-10-14 08:52:01,28.8,-7.69,39.3,1,0,7,-1,23.7,22.9,24.6,21.6
2024-10-14 08:52:02,28.9,-7.44,39.3,1,0,7,-1,23.7,22.9,24.6,21.6
2024-10-14 08:52:03,28.7,-7.45,39.3,1,0,7,-1,23.7,22.9,24.7,21.6
2024-10-14 08:52:04,28.6,-7.40,39.3,1,0,7,-1,23.7,22.9,24.7,21.6
2024-10-14 08:52:05,28.7,-7.29,39.3,1,0,7,-1,23.7,22.9,24.7,21.6
2024-10-14 08:52:06,28.6,-7.53,39.3,1,0,7,-1,23.7,22.9,24.7,21.6
2024-10-14 08:52:07,28.6,-7.03,39.3,1,0,7,-1,23.7,22.9,24.5,21.6
2024-10-14 08:52:08,28.7,-7.55,39.3,1,0,7,-1,23.7,22.9,24.5,21.4
2024-10-14 08:52:09,28.6,-7.19,39.3,1,0,7,-1,23.6,22.9,24.5,21.4
2024-10-14 08:52:10,28.6,-7.28,39.3,1,0,7,-1,23.6,22.9,24.5,21.4
2024-10-14 08:52:11,28.6,-7.36,39.3,1,0,7,-1,23.6,22.9,24.5,21.4
2024-10-14 08:52:12,28.6,-7.45,39.3,1,0,7,-1,23.6,22.9,24.5,21.4
2024-10-14 08:52:13,28.7,-7.09,39.3,1,0,7,-1,23.6,22.9,24.6,21.4
2024-10-14 08:52:14,28.6,-7.24,39.3,1,0,7,-1,23.3,22.9,24.6,21.5
2024-10-14 08:52:15,28.6,-7.51,39.3,1,0,7,-1,23.3,22.9,24.6,21.5
2024-10-14 08:52:16,28.6,-7.30,39.3,1,0,7,-1,23.3,22.9,24.6,21.5
2024-10-14 08:52:17,28.6,-7.12,39.3,1,0,7,-1,23.3,22.9,24.6,21.5
2024-10-14 08:52:18,28.5,-7.40,39.3,1,0,7,-1,23.3,22.9,24.6,21.5
2024-10-14 08:52:19,28.6,-7.12,39.3,1,0,7,-1,23.3,22.9,24.6,21.5
2024-10-14 08:52:20,28.6,-7.26,39.3,1,0,7,-1,23.3,22.9,24.6,21.5
2024-10-14 08:52:21,28.6,-7.37,39.3,1,0,7,-1,23.6,22.9,24.6,21.5
2024-10-14 08:52:22,28.6,-7.12,39.3,1,0,7,-1,23.6,22.9,24.6,21.5
2024-10-14 08:52:23,28.6,-7.34,39.3,1,0,7,-1,23.6,22.9,24.6,21.5
2024-10-14 08:52:24,28.4,-7.30,39.3,1,0,7,-1,23.6,22.9,24.7,21.5
2024-10-14 08:52:25,28.4,-7.50,39.3,1,0,7,-1,23.6,22.9,24.7,21.5
2024-10-14 08:52:26,28.5,-7.49,39.3,1,0,7,-1,23.6,22.9,24.7,21.5
2024-10-14 08:52:27,28.5,-7.26,39.3,1,0,7,-1,23.6,22.9,24.7,21.5
2024-10-14 08:52:28,28.6,-7.40,39.3,1,0,7,-1,23.6,22.9,24.7,21.5
2024-10-14 08:52:29,28.5,-7.66,39.3,1,0,7,-1,23.6,22.9,24.7,21.5
2024-10-14 08:52:30,28.4,-7.35,39.3,1,0,7,-1,23.6,22.9,24.7,21.5
2024-10-14 08:52:31,28.5,-7.56,39.3,1,0,7,-1,23.6,22.9,24.7,21.5
2024-10-14 08:52:32,28.4,-7.22,39.3,1,0,7,-1,23.6,22.9,24.8,21.6
2024-10-14 08:52:33,28.5,-7.38,39.3,1,0,7,-1,23.7,22.9,24.8,21.6
2024-10-14 08:52:34,28.4,-7.49,39.3,1,0,7,-1,23.7,22.9,24.8,21.6
2024-10-14 08:52:35,28.4,-7.22,39.3,1,0,7,-1,23.7,22.9,24.8,21.6
2024-10-14 08:52:36,28.4,-7.28,39.3,1,0,7,-1,23.7,22.9,24.8,21.6
2024-10-14 08:52:37,28.5,-7.66,39.3,1,0,7,-1,23.7,22.9,24.8,21.6
2024-10-14 08:52:38,28.5,-7.60,39.3,1,0,7,-1,23.7,22.9,24.8,21.6
2024-10-14 08:52:39,28.5,-7.46,39.3,1,0,7,-1,23.7,22.9,24.8,21.6
2024-10-14 08:52:40,28.5,-7.39,39.3,1,0,7,-1,23.7,22.9,24.8,21.6
2024-10-14 08:52:41,28.6,-7.33,39.3,1,0,7,-1,23.7,22.9,24.8,21.6
2024-10-14 08:52:42,28.5,-7.17,39.3,1,0,7,-1,23.7,22.9,24.8,21.6
2024-10-14 08:52:43,28.6,-7.55,39.3,1,0,7,-1,23.7,22.9,24.8,21.6
2024-10-14 08:52:44,28.5,-7.30,39.3,1,0,7,-1,23.7,22.9,24.9,21.6
2024-10-14 08:52:45,28.6,-7.47,39.3,1,0,7,-1,23.7,22.9,24.9,21.6
2024-10-14 08:52:46,28.5,-7.51,39.3,1,0,7,-1,23.8,22.9,24.9,21.6
2024-10-14 08:52:47,28.6,-7.29,39.3,1,0,7,-1,23.8,22.9,24.9,21.6
2024-10-14 08:52:48,28.6,-7.35,39.3,1,0,7,-1,23.8,22.9,24.9,21.6
2024-10-14 08:52:49,28.6,-7.56,39.3,1,0,7,-1,23.8,22.9,24.9,21.6
2024-10-14 08:52:50,28.6,-7.54,39.3,1,0,7,-1,23.8,22.9,25,21.6
2024-10-14 08:52:51,28.5,-7.57,39.3,1,0,7,-1,23.8,22.9,25,21.7
2024-10-14 08:52:52,28.5,-7.38,39.3,1,0,7,-1,23.8,22.9,25,21.7
2024-10-14 08:52:53,28.6,-7.16,39.3,1,0,7,-1,23.8,22.9,25,21.7
2024-10-14 08:52:54,28.5,-7.38,39.3,1,0,7,-1,23.8,22.9,25,21.7
2024-10-14 08:52:55,28.5,-7.26,39.3,1,0,7,-1,23.8,22.9,25,21.7
2024-10-14 08:52:56,28.6,-7.32,39.3,1,0,7,-1,23.8,22.9,25,21.5
2024-10-14 08:52:57,28.4,-7.49,39.3,1,0,7,-1,23.6,22.9,24.9,21.5
2024-10-14 08:52:58,28.4,-7.40,39.3,1,0,7,-1,23.6,22.9,24.9,21.5
2024-10-14 08:52:59,28.4,-7.25,39.3,1,0,7,-1,23.6,22.9,24.9,21.5
2024-10-14 08:53:00,28.5,-7.26,39.3,1,0,7,-1,23.6,22.9,24.9,21.5
2024-10-14 08:53:01,28.6,-7.05,39.3,1,0,7,-1,23.6,22.9,24.9,21.5
2024-10-14 08:53:02,28.6,-7.30,39.3,1,0,7,-1,23.6,22.9,24.8,21.5
2024-10-14 08:53:03,28.5,-7.25,39.3,1,0,7,-1,23.6,22.9,24.8,21.5
2024-10-14 08:53:04,28.4,-7.26,39.3,1,0,7,-1,23.5,22.9,24.8,21.5
2024-10-14 08:53:05,28.4,-7.28,39.3,1,0,7,-1,23.5,22.9,24.8,21.5
2024-10-14 08:53:06,28.4,-7.43,39.3,1,0,7,-1,23.5,22.9,24.9,21.5
2024-10-14 08:53:07,28.5,-7.37,39.3,1,0,7,-1,23.5,22.9,24.9,21.5
2024-10-14 08:53:08,28.5,-7.47,39.3,1,0,7,-1,23.5,22.9,24.9,21.5
2024-10-14 08:53:09,28.4,-7.31,39.3,1,0,7,-1,23.6,22.9,24.9,21.5
2024-10-14 08:53:10,28.5,-7.26,39.3,1,0,7,-1,23.6,22.9,24.9,21.5
2024-10-14 08:53:11,28.5,-7.24,39.3,1,0,7,-1,23.6,22.9,24.9,21.5
2024-10-14 08:53:12,28.4,-7.26,39.3,1,0,7,-1,23.6,22.9,24.9,21.5
2024-10-14 08:53:13,28.4,-7.49,39.3,1,0,7,-1,23.6,22.9,24.9,21.5
2024-10-14 08:53:14,28.5,-7.10,39.3,1,0,7,-1,23.6,22.9,24.9,21.5
2024-10-14 08:53:15,28.5,-7.13,39.3,1,0,7,-1,23.6,22.9,25,21.6
