sep=,
"Time","Egasi1_maxForce TestiranjeAktuatorja_13092024","Egasi1_minForce TestiranjeAktuatorja_13092024","Egasi_Temperatura TestiranjeAktuatorja_13092024","PresaDelujeINT TestiranjeAktuatorja_13092024","PresaHitrost TestiranjeAktuatorja_13092024","PresaStevec TestiranjeAktuatorja_13092024","Rezerva TestiranjeAktuatorja_13092024","Temperatura okolice TestiranjeAktuatorja_13092024","Temperatura okolice RTD TestiranjeAktuatorja_13092024","Temepratura ohišja aktuatorja TestiranjeAktuatorja_13092024","Temepratura orodja TestiranjeAktuatorja_13092024"
2024-10-14 12:06:02,9.36,9.35,34.8,1,0,8,-1,23.2,23.6,26.2,24.4
2024-10-14 12:06:03,9.27,9.26,34.8,1,0,8,-1,23.2,23.6,26.1,24.3
2024-10-14 12:06:04,9.31,9.31,34.8,1,0,8,-1,23.2,23.6,26,24.3
2024-10-14 12:06:05,9.30,9.29,34.8,1,0,8,-1,23.1,23.6,26,24.3
2024-10-14 12:06:06,9.33,9.33,34.8,1,0,8,-1,23.1,23.6,26,24.3
2024-10-14 12:06:07,9.28,9.27,34.8,1,0,8,-1,23.1,23.6,26,24.3
2024-10-14 12:06:08,9.30,9.26,34.8,1,0,8,-1,23.1,23.6,26,24.3
2024-10-14 12:06:09,9.31,9.28,34.8,1,0,8,-1,23.1,23.6,26.2,24.3
2024-10-14 12:06:10,9.25,9.24,34.8,1,0,8,-1,23.3,23.6,26.2,24.4
2024-10-14 12:06:11,9.42,9.42,34.8,1,0,8,-1,23.3,23.7,26.2,24.4
2024-10-14 12:06:12,9.21,9.21,34.8,1,0,8,-1,23.3,23.6,26.2,24.4
2024-10-14 12:06:13,9.29,9.26,34.8,1,0,8,-1,23.3,23.7,26.2,24.4
2024-10-14 12:06:14,9.30,9.28,34.8,1,0,8,-1,23.3,23.7,26.2,24.4
2024-10-14 12:06:15,9.32,9.31,34.8,1,0,8,-1,23.3,23.7,26.1,24.5
2024-10-14 12:06:16,9.23,9.22,34.8,1,0,8,-1,23.2,23.7,26.2,24.5
2024-10-14 12:06:17,9.25,9.25,34.8,1,0,8,-1,23.2,23.6,26.2,24.5
2024-10-14 12:06:18,9.26,9.26,34.8,1,0,8,-1,23.2,23.6,26.2,24.5
2024-10-14 12:06:19,9.26,9.26,34.8,1,0,8,-1,23.2,23.7,26.2,24.4
2024-10-14 12:06:20,9.28,9.27,34.8,1,0,8,-1,23.2,23.7,26.2,24.4
2024-10-14 12:06:21,9.34,9.32,34.8,1,0,8,-1,23.2,23.7,26.2,24.4
2024-10-14 12:06:22,9.27,9.26,34.8,1,0,8,-1,23.2,23.7,26.2,24.4
2024-10-14 12:06:23,9.26,9.25,34.8,1,0,8,-1,23.4,23.7,26.2,24.4
2024-10-14 12:06:24,9.41,9.30,34.8,1,0,8,-1,23.4,23.7,26.2,24.4
2024-10-14 12:06:25,9.35,9.35,34.8,1,0,8,-1,23.4,23.6,26.2,24.4
2024-10-14 12:06:26,9.33,9.33,34.8,1,0,8,-1,23.4,23.6,26.2,24.4
2024-10-14 12:06:27,9.25,9.25,34.8,1,0,8,-1,23.4,23.7,26.2,24.4
2024-10-14 12:06:28,9.29,9.27,34.8,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:06:29,9.27,9.27,34.8,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:06:30,9.25,9.25,34.8,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:06:31,9.28,9.25,34.8,1,0,8,-1,23.4,23.6,26.1,24.4
2024-10-14 12:06:32,9.33,9.24,34.8,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:06:33,9.34,9.27,34.8,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:06:35,9.33,9.31,34.8,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:06:35,9.21,9.21,34.8,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:06:36,9.33,9.33,34.8,1,0,8,-1,23.2,23.6,26.1,24.4
2024-10-14 12:06:37,9.40,9.40,34.8,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:06:38,9.33,9.33,34.8,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:06:39,9.39,9.38,34.8,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:06:40,9.34,9.33,34.8,1,0,8,-1,23.2,23.7,26.1,24.3
2024-10-14 12:06:41,9.29,9.27,34.8,1,0,8,-1,23.5,23.7,26.1,24.3
2024-10-14 12:06:42,9.40,9.34,34.8,1,0,8,-1,23.5,23.7,26.1,24.3
2024-10-14 12:06:43,9.32,9.29,34.8,1,0,8,-1,23.5,23.7,26.1,24.3
2024-10-14 12:06:44,9.32,9.31,34.8,1,0,8,-1,23.5,23.7,26,24.3
2024-10-14 12:06:45,9.30,9.17,34.8,1,0,8,-1,23.5,23.7,26,24.3
2024-10-14 12:06:46,9.25,9.25,34.8,1,0,8,-1,23.5,23.7,26.1,24.4
2024-10-14 12:06:47,11.3,7.14,26.0,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:06:48,10.8,7.64,26.0,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:06:49,14.8,3.98,26.0,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:06:50,14.6,4.13,26.0,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:06:51,14.6,4.08,26.0,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:06:52,14.7,3.91,26.0,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:06:53,14.5,3.98,26.0,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:06:54,14.6,4.10,26.0,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:06:55,14.7,3.99,26.0,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:06:56,14.6,3.98,26.0,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:06:57,14.1,4.49,26.0,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:06:58,13.6,4.99,30.3,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:06:59,13.1,5.49,30.3,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:07:00,12.6,5.99,26.0,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:07:01,12.1,6.49,30.3,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:07:02,11.6,7.00,30.3,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:07:03,11.1,5.43,30.3,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:07:04,10.6,4.44,30.3,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:07:05,10.1,4.32,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:06,9.63,4.74,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:07,9.13,1.12,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:08,8.63,1.62,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:09,8.13,2.12,26.0,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:10,7.62,2.63,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:11,7.47,3.12,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:12,7.35,3.62,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:13,7.17,4.12,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:14,6.99,4.62,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:15,6.96,5.12,26.0,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:16,35.5,-11.6,30.3,1,0,8,-1,23.3,23.7,26,24.4
2024-10-14 12:07:17,35.0,-11.9,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:07:18,34.7,-11.5,26.0,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:07:19,34.3,-11.3,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:07:20,34.2,-11.2,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:07:21,34.3,-11.2,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:07:22,34.1,-11.1,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:07:23,34.1,-11.2,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:24,34.0,-11.1,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:25,34.1,-11.1,30.3,1,0,8,-1,23.3,23.7,26,24.4
2024-10-14 12:07:26,34.2,-10.9,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:07:27,34.1,-11.0,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:07:28,34.0,-11.0,30.3,1,0,8,-1,23.3,23.7,26,24.4
2024-10-14 12:07:29,34.0,-10.9,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:30,34.1,-11.2,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:31,34.1,-11.2,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:32,33.9,-11.3,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:33,33.8,-11.1,30.3,1,0,8,-1,23.3,23.7,26,24.4
2024-10-14 12:07:34,33.3,-10.6,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:07:35,32.8,-10.1,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:36,32.3,-9.57,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:38,31.8,-9.06,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:39,31.3,-8.56,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:40,30.8,-8.05,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:41,30.3,-7.56,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:42,29.8,-7.06,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:43,29.3,-6.56,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:44,28.8,-6.06,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:45,28.3,-5.56,30.3,1,0,8,-1,23.3,23.7,26,24.4
2024-10-14 12:07:46,27.8,-5.06,30.3,1,0,8,-1,23.3,23.7,26,24.4
2024-10-14 12:07:47,27.3,-4.56,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:07:48,26.8,-4.06,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:49,26.3,-3.56,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:07:50,25.8,-3.05,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:07:51,25.3,-2.56,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:07:52,24.8,-2.05,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:07:53,24.3,-1.55,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:07:54,23.8,-1.05,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:07:55,23.3,-0.555,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:56,22.8,-0.0549,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:57,22.3,0.445,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:58,21.8,0.945,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:07:59,21.3,1.45,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:08:00,20.8,1.95,30.3,1,0,8,-1,23.3,23.7,26,24.4
2024-10-14 12:08:01,20.3,2.45,30.3,1,0,8,-1,23.4,23.7,26,24.3
2024-10-14 12:08:02,19.8,2.95,30.3,1,0,8,-1,23.4,23.7,26,24.3
2024-10-14 12:08:03,19.3,3.45,30.3,1,0,8,-1,23.4,23.7,26,24.3
2024-10-14 12:08:04,18.8,3.95,30.3,1,0,8,-1,23.4,23.7,26,24.3
2024-10-14 12:08:05,18.3,4.45,30.3,1,0,8,-1,23.4,23.7,26,24.3
2024-10-14 12:08:06,17.8,4.95,30.3,1,0,8,-1,23.4,23.7,26,24.4
2024-10-14 12:08:07,17.3,5.45,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:08:08,16.8,5.95,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:08:09,16.3,6.45,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:08:10,15.8,6.95,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:08:11,15.3,7.45,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:08:12,14.8,7.95,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:08:13,14.3,8.46,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:08:14,13.8,8.96,30.3,1,0,8,-1,23,23.7,26,24.3
2024-10-14 12:08:15,13.3,9.46,30.3,1,0,8,-1,23,23.7,26,24.3
2024-10-14 12:08:16,12.8,9.96,30.3,1,0,8,-1,23,23.7,26,24.3
2024-10-14 12:08:17,12.3,10.5,30.3,1,0,8,-1,23,23.7,26,24.3
2024-10-14 12:08:18,11.8,11.0,30.3,1,0,8,-1,23,23.7,26,24.3
2024-10-14 12:08:19,11.7,11.5,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:08:20,11.9,11.8,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:08:21,12.0,12.0,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:08:22,12.2,12.2,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:08:23,12.1,12.1,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:08:24,12.0,12.0,30.3,1,0,8,-1,23.3,23.7,26.1,24.3
2024-10-14 12:08:25,11.8,11.8,30.3,1,0,8,-1,23.3,23.7,26.1,24.3
2024-10-14 12:08:26,11.6,11.5,30.3,1,0,8,-1,23.2,23.7,26.1,24.3
2024-10-14 12:08:27,11.5,11.5,30.3,1,0,8,-1,23.2,23.7,26.1,24.3
2024-10-14 12:08:28,11.7,11.6,30.3,1,0,8,-1,23.2,23.7,26,24.3
2024-10-14 12:08:29,11.7,11.7,30.3,1,0,8,-1,23.2,23.7,26,24.3
2024-10-14 12:08:30,11.8,11.8,30.3,1,0,8,-1,23.2,23.7,26.2,24.3
2024-10-14 12:08:31,12.0,11.9,30.3,1,0,8,-1,23.2,23.7,26.2,24.4
2024-10-14 12:08:32,12.2,12.1,30.3,1,0,8,-1,23.3,23.7,26.2,24.4
2024-10-14 12:08:33,12.2,12.1,30.3,1,0,8,-1,23.3,23.7,26.2,24.4
2024-10-14 12:08:34,12.1,12.0,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:08:35,11.9,11.8,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:08:36,11.7,11.7,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:08:37,11.5,11.5,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:08:38,11.6,11.6,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:08:39,11.7,11.7,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:08:40,11.8,11.8,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:08:41,11.9,11.9,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:08:42,12.1,12.0,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:08:43,12.2,12.2,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:08:44,12.2,12.1,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:08:45,12.0,12.0,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:08:46,11.9,11.8,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:08:47,11.7,11.6,30.3,1,0,8,-1,23.3,23.7,26.1,24.3
2024-10-14 12:08:48,11.5,11.5,30.3,1,0,8,-1,23.3,23.7,26.1,24.3
2024-10-14 12:08:49,11.6,11.6,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:08:50,11.7,11.6,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:08:51,11.8,11.8,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:08:52,12.0,11.9,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:08:53,12.1,12.1,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:08:54,12.3,12.2,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:08:55,12.2,12.1,30.3,1,0,8,-1,23.2,23.7,26,24.3
2024-10-14 12:08:56,12.0,12.0,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:08:57,11.9,11.8,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:08:58,11.6,11.6,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:08:59,11.5,11.5,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:09:00,11.6,11.6,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:09:01,11.8,11.7,30.3,1,0,8,-1,23.3,23.7,26,24.4
2024-10-14 12:09:02,11.9,11.9,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:09:03,12.1,12.0,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:09:04,12.2,12.2,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:09:05,12.1,12.1,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:09:06,12.0,11.9,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:09:07,11.8,11.7,30.3,1,0,8,-1,23.3,23.7,25.9,24.2
2024-10-14 12:09:08,11.5,11.5,30.3,1,0,8,-1,23.3,23.7,25.9,24.2
2024-10-14 12:09:09,11.6,11.5,30.3,1,0,8,-1,23.1,23.7,25.9,24.2
2024-10-14 12:09:10,11.6,11.6,30.3,1,0,8,-1,23.1,23.7,25.9,24.2
2024-10-14 12:09:11,11.7,11.7,30.3,1,0,8,-1,23.1,23.7,25.9,24.2
2024-10-14 12:09:12,11.8,11.8,30.3,1,0,8,-1,23.1,23.7,25.9,24.2
2024-10-14 12:09:13,12.0,12.0,30.3,1,0,8,-1,23.1,23.7,26,24.2
2024-10-14 12:09:14,12.2,12.1,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:09:15,12.2,12.1,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:09:16,12.1,12.0,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:09:17,11.9,11.9,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:09:18,11.8,11.7,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:09:19,11.6,11.5,30.3,1,0,8,-1,23.3,23.7,26,24.4
2024-10-14 12:09:20,11.6,11.5,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:09:21,11.6,11.6,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:09:22,11.7,11.7,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:09:23,11.9,11.8,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:09:24,12.0,12.0,30.3,1,0,8,-1,23.2,23.7,26.1,24.4
2024-10-14 12:09:25,12.2,12.2,30.3,1,0,8,-1,23.2,23.7,26,24.4
2024-10-14 12:09:26,12.2,12.1,30.3,1,0,8,-1,23.2,23.7,26,24.3
2024-10-14 12:09:27,12.1,12.0,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:09:28,11.9,11.8,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:09:29,11.7,11.6,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:09:30,11.5,11.5,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:09:31,11.6,11.6,30.3,1,0,8,-1,23.3,23.7,26,24.3
2024-10-14 12:09:32,11.7,11.6,30.3,1,0,8,-1,23.4,23.7,26.2,24.4
2024-10-14 12:09:33,11.8,11.7,30.3,1,0,8,-1,23.4,23.7,26.2,24.4
2024-10-14 12:09:34,11.9,11.8,30.3,1,0,8,-1,23.4,23.7,26.2,24.4
2024-10-14 12:09:35,12.0,12.0,30.3,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:09:36,12.2,12.1,30.3,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:09:37,12.3,12.2,30.3,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:09:38,12.1,12.1,30.3,1,0,8,-1,23.4,23.7,26,24.3
2024-10-14 12:09:39,12.0,11.9,30.3,1,0,8,-1,23.4,23.7,26,24.3
2024-10-14 12:09:40,11.8,11.7,30.3,1,0,8,-1,23.4,23.7,26,24.3
2024-10-14 12:09:41,11.6,11.5,30.3,1,0,8,-1,23.4,23.7,26,24.3
2024-10-14 12:09:42,11.6,11.5,30.3,1,0,8,-1,23.4,23.7,26,24.3
2024-10-14 12:09:43,11.6,11.6,30.3,1,0,8,-1,23.4,23.7,26,24.3
2024-10-14 12:09:44,11.7,11.7,30.3,1,0,8,-1,23.4,23.7,26.2,24.5
2024-10-14 12:09:45,11.8,11.8,30.3,1,0,8,-1,23.2,23.7,26.2,24.5
2024-10-14 12:09:46,11.9,11.9,30.3,1,0,8,-1,23.2,23.7,26.2,24.5
2024-10-14 12:09:47,12.1,12.1,30.3,1,0,8,-1,23.2,23.7,26.2,24.5
2024-10-14 12:09:48,12.3,12.2,30.3,1,0,8,-1,23.2,23.7,26.2,24.5
2024-10-14 12:09:49,12.2,12.1,30.3,1,0,8,-1,23.2,23.7,26.2,24.5
2024-10-14 12:09:50,12.1,12.0,30.3,1,0,8,-1,23.2,23.7,26,24.3
2024-10-14 12:09:51,11.7,9.08,30.3,1,0,8,-1,23.2,23.7,26,24.3
2024-10-14 12:09:52,12.3,9.58,30.3,1,0,8,-1,23.2,23.7,26,24.3
2024-10-14 12:09:53,12.2,10.1,30.3,1,0,8,-1,23.2,23.7,26,24.3
2024-10-14 12:09:54,12.2,10.6,30.3,1,0,8,-1,23.2,23.7,26,24.3
2024-10-14 12:09:55,12.1,11.1,30.3,1,0,8,-1,23.2,23.7,26,24.3
2024-10-14 12:09:56,11.9,11.6,30.3,1,0,8,-1,23.2,23.7,26,24.3
2024-10-14 12:09:57,11.8,11.7,30.3,1,0,8,-1,23.4,23.7,26,24.3
2024-10-14 12:09:58,11.6,11.6,30.3,1,0,8,-1,23.4,23.7,26,24.3
2024-10-14 12:09:59,11.4,11.4,30.3,1,0,8,-1,23.4,23.7,26,24.3
2024-10-14 12:10:00,11.6,11.5,30.3,1,0,8,-1,23.4,23.7,26,24.3
2024-10-14 12:10:01,12.0,11.9,30.3,1,0,8,-1,23.4,23.7,26,24.3
2024-10-14 12:10:02,12.3,12.3,30.3,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:10:03,12.2,12.1,30.3,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:10:04,12.0,12.0,30.3,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:10:05,11.9,11.8,30.3,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:10:06,11.6,11.6,30.3,1,0,8,-1,23.4,23.7,26,24.4
2024-10-14 12:10:07,11.4,11.3,30.3,1,0,8,-1,23.4,23.7,26,24.4
2024-10-14 12:10:08,11.6,11.6,30.3,1,0,8,-1,23.4,23.7,26.1,24.4
2024-10-14 12:10:09,11.9,11.8,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:10:10,12.2,12.2,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:10:11,12.3,12.2,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:10:12,12.1,12.0,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:10:13,11.9,11.9,30.3,1,0,8,-1,23.3,23.7,26.1,24.4
2024-10-14 12:10:14,11.7,11.6,30.3,1,0,8,-1,23.3,23.7,26.1,24.3
2024-10-14 12:10:15,11.4,11.4,30.3,1,0,8,-1,23.4,23.7,25.9,24.3
2024-10-14 12:10:16,11.5,11.5,30.3,1,0,8,-1,23.4,23.7,25.9,24.3
2024-10-14 12:10:17,11.5,-11.4,30.3,1,0,9,-1,23.4,23.7,25.9,24.3
2024-10-14 12:10:18,11.0,-10.9,30.3,1,0,9,-1,23.4,23.7,25.9,24.3
2024-10-14 12:10:19,10.5,-10.4,30.3,1,0,9,-1,23.4,23.7,25.9,24.3
2024-10-14 12:10:20,34.2,-9.94,30.3,1,12,10,-1,23.4,23.7,26,24.3
2024-10-14 12:10:21,33.7,-9.44,30.3,1,12,10,-1,23.4,23.7,26,24.3
2024-10-14 12:10:22,33.2,-11.3,30.3,1,12,11,-1,23.4,23.7,26,24.3
2024-10-14 12:10:23,32.7,-10.8,30.3,1,12,11,-1,23.4,23.7,26,24.3
2024-10-14 12:10:24,32.2,-10.3,30.3,1,12,11,-1,23.4,23.7,26,24.3
2024-10-14 12:10:25,31.7,-9.81,30.3,1,24,11,-1,23.4,23.7,26,24.3
2024-10-14 12:10:26,31.2,-9.30,30.3,1,24,11,-1,23.4,23.7,26,24.3
2024-10-14 12:10:27,30.7,-8.80,30.3,1,24,11,-1,23.6,23.7,26,24.3
2024-10-14 12:10:28,30.2,-8.30,30.3,1,24,11,-1,23.6,23.7,26,24.3
2024-10-14 12:10:29,29.7,-7.80,30.3,1,24,11,-1,23.6,23.7,26,24.3
2024-10-14 12:10:30,29.2,-7.30,30.3,1,0,11,-1,23.6,23.7,26,24.3
2024-10-14 12:10:31,28.7,-6.80,30.3,1,0,11,-1,23.6,23.7,26,24.3
2024-10-14 12:10:32,28.2,-6.29,30.3,1,0,11,-1,23.6,23.7,26,24.2
2024-10-14 12:10:33,27.7,-5.80,30.3,1,0,11,-1,23.6,23.7,25.9,24.2
2024-10-14 12:10:34,27.2,-5.30,30.3,1,0,11,-1,23.5,23.7,25.9,24.2
2024-10-14 12:10:35,26.7,-4.80,30.3,1,0,11,-1,23.5,23.7,25.9,24.2
2024-10-14 12:10:36,26.2,-4.29,30.3,1,0,11,-1,23.5,23.7,25.9,24.2
2024-10-14 12:10:37,25.7,-3.80,30.3,1,0,11,-1,23.5,23.7,25.9,24.2
2024-10-14 12:10:38,25.2,-3.30,30.3,1,0,11,-1,23.5,23.7,25.9,24.2
