sep=,
"Time","Egasi1_maxForce TestiranjeAktuatorja_13092024","Egasi1_minForce TestiranjeAktuatorja_13092024","Egasi_Temperatura TestiranjeAktuatorja_13092024","PresaDelujeINT TestiranjeAktuatorja_13092024","PresaHitrost TestiranjeAktuatorja_13092024","PresaStevec TestiranjeAktuatorja_13092024","Rezerva TestiranjeAktuatorja_13092024","Temperatura okolice TestiranjeAktuatorja_13092024","Temperatura okolice RTD TestiranjeAktuatorja_13092024","Temperatura ohišja aktuatorja TestiranjeAktuatorja_13092024","Temperatura orodja TestiranjeAktuatorja_13092024"
2024-10-15 12:06:58,11.9,-6.84,30.3,1,0,45020,-1,25.3,26.4,27.5,25.3
2024-10-15 12:06:59,11.4,-6.34,30.3,1,0,45020,-1,25.3,26.4,27.5,25.3
2024-10-15 12:07:00,10.9,-5.83,30.3,1,0,45020,-1,25.3,26.4,27.4,25.2
2024-10-15 12:07:01,10.4,-5.34,30.3,1,0,45020,-1,25.3,26.4,27.4,25.2
2024-10-15 12:07:02,9.88,-4.84,30.3,1,0,45020,-1,25.2,26.4,27.4,25.2
2024-10-15 12:07:03,9.37,-4.34,30.3,1,0,45020,-1,25.2,26.4,27.4,25.2
2024-10-15 12:07:04,8.87,-3.84,30.3,1,0,45020,-1,25.2,26.4,27.4,25.2
2024-10-15 12:07:05,8.37,-3.34,30.3,1,0,45020,-1,25.2,26.4,27.4,25.2
2024-10-15 12:07:06,7.87,-2.84,30.3,1,0,45020,-1,25.2,26.4,27.4,25.2
2024-10-15 12:07:07,7.37,-2.33,30.3,1,0,45020,-1,25.5,26.4,27.4,25.2
2024-10-15 12:07:08,6.87,-1.84,30.3,1,0,45020,-1,25.5,26.4,27.4,25.2
2024-10-15 12:07:09,6.43,-1.34,30.3,1,0,45020,-1,25.5,26.4,27.4,25.2
2024-10-15 12:07:10,6.72,-0.832,30.3,1,0,45020,-1,25.5,26.4,27.4,25.2
2024-10-15 12:07:11,7.12,-0.332,30.3,1,0,45020,-1,25.5,26.4,27.4,25.2
2024-10-15 12:07:12,7.54,0.168,30.3,1,0,45020,-1,25.5,26.4,27.4,25.2
2024-10-15 12:07:13,8.05,0.673,30.3,1,0,45020,-1,25.5,26.4,27.3,25.2
2024-10-15 12:07:14,7.94,1.17,30.3,1,0,45020,-1,25.5,26.4,27.3,25.2
2024-10-15 12:07:15,7.83,1.67,30.3,1,0,45020,-1,25.5,26.4,27.3,25.2
2024-10-15 12:07:16,7.71,2.17,30.3,1,0,45020,-1,25.5,26.4,27.3,25.2
2024-10-15 12:07:17,7.52,2.67,30.3,1,0,45020,-1,25.5,26.4,27.3,25.2
2024-10-15 12:07:18,30.9,3.17,30.3,1,0,45021,-1,25.5,26.4,27.4,25.2
2024-10-15 12:07:19,30.4,-7.67,30.3,1,0,45023,-1,25.5,26.4,27.4,25.2
2024-10-15 12:07:20,30.4,-7.83,30.3,1,0,45024,-1,25.3,26.4,27.4,25.2
2024-10-15 12:07:21,30.4,-7.80,30.3,1,0,45026,-1,25.3,26.4,27.4,25.2
2024-10-15 12:07:22,30.4,-7.30,30.3,1,72,45027,-1,25.3,26.4,27.4,25.2
2024-10-15 12:07:23,29.9,-7.21,30.3,1,72,45028,-1,25.3,26.4,27.4,25.2
2024-10-15 12:07:24,29.4,-6.71,30.3,1,72,45028,-1,25.3,26.4,27.4,25.2
2024-10-15 12:07:25,28.9,-6.21,30.3,1,72,45028,-1,25.3,26.4,27.4,25.3
2024-10-15 12:07:26,28.4,-5.71,30.3,1,72,45028,-1,25.3,26.4,27.4,25.3
2024-10-15 12:07:27,27.9,-5.21,30.3,1,24,45028,-1,25.3,26.4,27.4,25.3
2024-10-15 12:07:28,27.4,-4.71,30.3,1,24,45028,-1,25.3,26.4,27.4,25.3
2024-10-15 12:07:29,26.9,-4.21,30.3,1,24,45028,-1,25.3,26.4,27.4,25.3
2024-10-15 12:07:30,26.4,-3.71,30.3,1,24,45028,-1,25.3,26.4,27.4,25.3
2024-10-15 12:07:31,25.9,-3.21,30.3,1,24,45028,-1,25.3,26.4,27.4,25.3
2024-10-15 12:07:32,25.4,-2.71,30.3,1,0,45028,-1,25.4,26.4,27.4,25.3
2024-10-15 12:07:33,24.9,-2.20,30.3,1,0,45028,-1,25.4,26.4,27.4,25.3
2024-10-15 12:07:34,24.4,-1.71,30.3,1,0,45028,-1,25.4,26.4,27.4,25.3
2024-10-15 12:07:35,23.9,-1.21,30.3,1,0,45028,-1,25.4,26.4,27.4,25.3
2024-10-15 12:07:36,31.0,-7.67,30.3,1,0,45030,-1,25.4,26.4,27.4,25.3
2024-10-15 12:07:37,30.9,-7.62,30.3,1,24,45033,-1,25.4,26.4,27.3,25.2
2024-10-15 12:07:38,31.1,-7.53,30.3,1,24,45036,-1,25.5,26.4,27.3,25.2
2024-10-15 12:07:39,30.9,-7.27,30.3,1,24,45039,-1,25.5,26.4,27.3,25.2
2024-10-15 12:07:40,30.8,-7.27,30.3,1,24,45043,-1,25.5,26.4,27.3,25.2
2024-10-15 12:07:41,30.7,-7.27,30.3,1,24,45047,-1,25.5,26.4,27.3,25.2
2024-10-15 12:07:42,30.8,-7.28,30.3,1,204,45051,-1,25.5,26.4,27.3,25.2
2024-10-15 12:07:43,30.8,-7.25,30.3,1,204,45055,-1,25.5,26.4,27.3,25.2
2024-10-15 12:07:44,30.7,-7.26,30.3,1,204,45059,-1,25.3,26.4,27.4,25.2
2024-10-15 12:07:45,30.7,-7.57,30.3,1,204,45063,-1,25.3,26.4,27.3,25.2
2024-10-15 12:07:46,30.7,-7.31,30.3,1,204,45066,-1,25.3,26.4,27.3,25.2
2024-10-15 12:07:47,30.7,-7.36,30.3,1,228,45070,-1,25.3,26.4,27.3,25.2
2024-10-15 12:07:48,30.7,-7.39,30.3,1,228,45074,-1,25.3,26.4,27.3,25.2
2024-10-15 12:07:49,30.7,-7.45,30.3,1,228,45078,-1,25.3,26.4,27.3,25.3
2024-10-15 12:07:50,30.6,-7.45,30.3,1,228,45082,-1,25.3,26.4,27.4,25.3
2024-10-15 12:07:51,30.3,-7.21,30.3,1,228,45084,-1,25.3,26.4,27.4,25.3
2024-10-15 12:07:52,29.8,-6.71,30.3,1,216,45084,-1,25.3,26.4,27.4,25.3
2024-10-15 12:07:53,29.3,-6.21,30.3,1,216,45084,-1,25.3,26.4,27.4,25.3
2024-10-15 12:07:54,28.8,-5.71,30.3,1,216,45084,-1,25.3,26.4,27.4,25.3
2024-10-15 12:07:55,28.2,-5.20,30.3,1,216,45084,-1,25.3,26.4,27.4,25.3
2024-10-15 12:07:56,27.7,-4.70,30.3,1,216,45084,-1,25.3,26.4,27.4,25.3
2024-10-15 12:07:57,27.2,-4.20,30.3,1,0,45084,-1,25.3,26.4,27.4,25.3
2024-10-15 12:07:58,26.7,-3.70,30.3,1,0,45084,-1,25.3,26.4,27.4,25.3
2024-10-15 12:07:59,26.2,-3.20,30.3,1,0,45084,-1,25.3,26.4,27.4,25.3
2024-10-15 12:08:00,25.7,-2.70,30.3,1,0,45084,-1,25.3,26.4,27.4,25.3
2024-10-15 12:08:01,25.2,-2.19,30.3,1,0,45084,-1,25.3,26.4,27.3,25.3
2024-10-15 12:08:02,24.7,-1.70,30.3,1,0,45084,-1,25.1,26.4,27.3,25.2
2024-10-15 12:08:03,24.2,-1.20,30.3,1,0,45084,-1,25.1,26.4,27.3,25.2
2024-10-15 12:08:04,23.7,-0.697,30.3,1,0,45084,-1,25.1,26.4,27.3,25.2
2024-10-15 12:08:05,23.2,-0.197,30.3,1,0,45084,-1,25.1,26.4,27.3,25.2
2024-10-15 12:08:06,22.7,0.308,30.3,1,0,45084,-1,25.1,26.4,27.3,25.2
2024-10-15 12:08:07,22.2,0.803,30.3,1,0,45084,-1,25.1,26.4,27.3,25.3
2024-10-15 12:08:08,21.7,1.31,30.3,1,0,45084,-1,25.5,26.4,27.4,25.3
2024-10-15 12:08:09,21.2,1.82,30.3,1,0,45084,-1,25.5,26.4,27.4,25.3
2024-10-15 12:08:10,20.7,2.31,30.3,1,0,45084,-1,25.5,26.4,27.4,25.3
2024-10-15 12:08:11,20.2,2.81,30.3,1,0,45084,-1,25.5,26.4,27.4,25.3
2024-10-15 12:08:12,19.7,3.31,30.3,1,0,45084,-1,25.5,26.4,27.4,25.3
2024-10-15 12:08:13,31.0,3.81,30.3,1,0,45085,-1,25.5,26.4,27.3,25.3
2024-10-15 12:08:14,30.5,-7.18,30.3,1,0,45085,-1,25.5,26.4,27.3,25.2
2024-10-15 12:08:15,30.0,-6.68,30.3,1,0,45085,-1,25.5,26.4,27.3,25.2
2024-10-15 12:08:16,29.5,-6.18,30.3,1,0,45085,-1,25.5,26.4,27.3,25.2
2024-10-15 12:08:17,29.0,-5.68,30.3,1,12,45085,-1,25.5,26.4,27.3,25.2
2024-10-15 12:08:18,28.5,-5.18,30.3,1,12,45085,-1,25.5,26.4,27.3,25.2
2024-10-15 12:08:19,28.0,-4.68,30.3,1,12,45085,-1,25.5,26.4,27.3,25.2
2024-10-15 12:08:20,27.5,-4.17,30.3,1,12,45085,-1,25.5,26.4,27.3,25.2
2024-10-15 12:08:21,27.0,-3.68,30.3,1,0,45085,-1,25.5,26.4,27.3,25.2
2024-10-15 12:08:22,26.5,-3.18,30.3,1,0,45085,-1,25.5,26.4,27.3,25.2
2024-10-15 12:08:23,26.0,-2.67,30.3,1,0,45085,-1,25.5,26.4,27.3,25.2
2024-10-15 12:08:24,25.5,-2.18,30.3,1,0,45085,-1,25.5,26.4,27.3,25.2
2024-10-15 12:08:25,25.0,-1.68,30.3,1,0,45085,-1,25.5,26.4,27.3,25.3
2024-10-15 12:08:26,24.5,-1.18,30.3,1,0,45085,-1,25.5,26.4,27.4,25.3
2024-10-15 12:08:27,31.4,-0.679,30.3,1,0,45086,-1,25.4,26.4,27.4,25.3
2024-10-15 12:08:28,31.3,-7.27,30.3,1,0,45088,-1,25.4,26.4,27.4,25.3
2024-10-15 12:08:29,30.8,-7.77,30.3,1,0,45091,-1,25.4,26.4,27.4,25.3
2024-10-15 12:08:30,31.2,-7.73,30.3,1,0,45095,-1,25.4,26.4,27.4,25.3
2024-10-15 12:08:31,31.1,-7.59,30.3,1,168,45099,-1,25.4,26.4,27.4,25.3
2024-10-15 12:08:32,31.1,-7.37,30.3,1,168,45103,-1,25.4,26.4,27.3,25.2
2024-10-15 12:08:33,31.0,-7.44,30.3,1,168,45107,-1,25.3,26.4,27.3,25.2
2024-10-15 12:08:34,30.8,-7.32,30.3,1,168,45110,-1,25.3,26.4,27.3,25.2
2024-10-15 12:08:35,31.0,-7.41,30.3,1,168,45114,-1,25.3,26.4,27.3,25.2
2024-10-15 12:08:36,31.1,-7.32,30.3,1,168,45118,-1,25.3,26.4,27.3,25.2
2024-10-15 12:08:37,31.0,-7.48,30.3,1,228,45122,-1,25.3,26.4,27.3,25.2
2024-10-15 12:08:38,30.9,-7.37,30.3,1,228,45126,-1,25.3,26.4,27.3,25.2
2024-10-15 12:08:39,30.7,-7.39,30.3,1,228,45130,-1,25.4,26.4,27.3,25.2
2024-10-15 12:08:40,30.7,-7.44,30.3,1,228,45133,-1,25.4,26.4,27.3,25.2
2024-10-15 12:08:41,30.8,-7.39,30.3,1,228,45137,-1,25.4,26.4,27.3,25.2
2024-10-15 12:08:42,30.8,-7.61,30.3,1,228,45141,-1,25.4,26.4,27.3,25.2
2024-10-15 12:08:43,30.8,-7.48,30.3,1,228,45145,-1,25.4,26.4,27.3,25.2
2024-10-15 12:08:44,31.0,-7.59,30.3,1,228,45149,-1,25.4,26.4,27.4,25.3
2024-10-15 12:08:45,30.8,-7.38,30.3,1,228,45153,-1,25.4,26.4,27.4,25.3
2024-10-15 12:08:46,31.0,-7.37,30.3,1,240,45157,-1,25.4,26.4,27.4,25.3
2024-10-15 12:08:47,30.9,-7.41,30.3,1,240,45160,-1,25.4,26.4,27.4,25.3
2024-10-15 12:08:48,30.9,-7.47,30.3,1,240,45164,-1,25.4,26.4,27.4,25.3
2024-10-15 12:08:49,30.9,-7.48,30.3,1,240,45168,-1,25.4,26.4,27.4,25.3
2024-10-15 12:08:50,31.0,-7.59,30.3,1,240,45172,-1,25.4,26.4,27.3,25.2
2024-10-15 12:08:51,30.7,-7.55,30.3,1,240,45176,-1,25.4,26.4,27.3,25.2
2024-10-15 12:08:52,30.7,-7.54,30.3,1,228,45180,-1,25.4,26.4,27.3,25.2
2024-10-15 12:08:53,30.7,-7.61,30.3,1,228,45183,-1,25.4,26.4,27.3,25.2
2024-10-15 12:08:54,31.0,-7.58,30.3,1,228,45187,-1,25.4,26.4,27.3,25.2
2024-10-15 12:08:55,30.9,-7.68,30.3,1,228,45191,-1,25.4,26.4,27.3,25.2
2024-10-15 12:08:56,30.9,-7.69,30.3,1,228,45195,-1,25.4,26.4,27.2,25.2
2024-10-15 12:08:57,30.8,-7.63,30.3,1,228,45199,-1,25.4,26.4,27.2,25.1
2024-10-15 12:08:58,30.8,-7.33,30.3,1,228,45203,-1,25.4,26.4,27.2,25.1
2024-10-15 12:08:59,30.8,-7.41,30.3,1,228,45206,-1,25.4,26.4,27.2,25.1
2024-10-15 12:09:00,30.8,-7.37,30.3,1,228,45210,-1,25.4,26.4,27.2,25.1
2024-10-15 12:09:01,30.9,-7.41,30.3,1,228,45214,-1,25.4,26.4,27.2,25.1
2024-10-15 12:09:02,30.9,-7.30,30.3,1,228,45218,-1,25.4,26.4,27.2,25.3
2024-10-15 12:09:03,30.8,-7.32,30.3,1,228,45222,-1,25.5,26.4,27.4,25.3
2024-10-15 12:09:04,30.5,-7.38,30.3,1,228,45226,-1,25.5,26.4,27.4,25.3
2024-10-15 12:09:05,30.7,-7.43,30.3,1,228,45229,-1,25.5,26.4,27.4,25.3
2024-10-15 12:09:06,30.5,-7.35,30.3,1,228,45233,-1,25.5,26.4,27.4,25.3
2024-10-15 12:09:07,30.6,-7.36,30.3,1,228,45237,-1,25.5,26.4,27.4,25.3
2024-10-15 12:09:08,30.6,-7.53,30.3,1,228,45241,-1,25.5,26.4,27.3,25.2
2024-10-15 12:09:09,30.7,-7.50,30.3,1,228,45245,-1,25.5,26.4,27.3,25.2
2024-10-15 12:09:10,30.8,-7.34,30.3,1,228,45249,-1,25.6,26.4,27.3,25.2
2024-10-15 12:09:11,30.6,-7.18,30.3,1,228,45253,-1,25.6,26.4,27.3,25.2
2024-10-15 12:09:12,30.6,-7.22,30.3,1,240,45256,-1,25.6,26.4,27.3,25.2
2024-10-15 12:09:13,30.8,-7.26,30.3,1,240,45260,-1,25.6,26.4,27.3,25.2
2024-10-15 12:09:14,30.8,-7.32,30.3,1,240,45264,-1,25.6,26.4,27.3,25.2
2024-10-15 12:09:15,30.8,-7.36,30.3,1,240,45268,-1,25.5,26.4,27.4,25.3
2024-10-15 12:09:16,30.8,-7.29,30.3,1,240,45272,-1,25.5,26.4,27.4,25.3
2024-10-15 12:09:17,30.5,-7.36,30.3,1,228,45276,-1,25.5,26.4,27.4,25.3
2024-10-15 12:09:18,30.5,-7.41,30.3,1,228,45280,-1,25.5,26.4,27.4,25.3
2024-10-15 12:09:19,30.5,-7.40,30.3,1,228,45283,-1,25.5,26.4,27.4,25.3
2024-10-15 12:09:20,30.6,-7.38,30.3,1,228,45287,-1,25.5,26.4,27.4,25.3
2024-10-15 12:09:21,30.5,-7.43,30.3,1,228,45291,-1,25.5,26.4,27.4,25.3
2024-10-15 12:09:22,30.4,-7.55,30.3,1,228,45295,-1,25.5,26.4,27.4,25.3
2024-10-15 12:09:23,30.5,-7.17,30.3,1,228,45299,-1,25.5,26.3,27.4,25.3
2024-10-15 12:09:24,30.6,-7.21,30.3,1,228,45303,-1,25.5,26.3,27.4,25.3
2024-10-15 12:09:25,30.7,-7.29,30.3,1,228,45306,-1,25.5,26.3,27.4,25.3
2024-10-15 12:09:26,30.6,-7.38,30.3,1,228,45310,-1,25.5,26.3,27.3,25.3
2024-10-15 12:09:27,30.6,-7.36,30.3,1,228,45314,-1,25.5,26.3,27.3,25.2
2024-10-15 12:09:28,30.7,-7.41,30.3,1,228,45318,-1,25.3,26.3,27.3,25.2
2024-10-15 12:09:29,30.9,-7.35,30.3,1,228,45322,-1,25.3,26.3,27.3,25.2
2024-10-15 12:09:30,30.8,-7.43,30.3,1,228,45326,-1,25.3,26.3,27.3,25.2
2024-10-15 12:09:31,30.8,-7.35,30.3,1,240,45330,-1,25.3,26.3,27.3,25.2
2024-10-15 12:09:32,30.7,-7.24,30.3,1,240,45334,-1,25.3,26.3,27.3,25.2
2024-10-15 12:09:33,30.7,-7.24,30.3,1,240,45339,-1,25.4,26.3,27.4,25.3
2024-10-15 12:09:34,30.7,-7.32,30.3,1,240,45343,-1,25.4,26.3,27.4,25.3
2024-10-15 12:09:35,30.6,-7.47,30.3,1,240,45347,-1,25.4,26.3,27.4,25.3
2024-10-15 12:09:36,30.7,-7.49,30.3,1,252,45351,-1,25.4,26.3,27.4,25.3
2024-10-15 12:09:37,30.7,-7.44,30.3,1,252,45355,-1,25.4,26.3,27.4,25.3
2024-10-15 12:09:38,30.9,-7.46,30.3,1,252,45359,-1,25.4,26.3,27.4,25.3
2024-10-15 12:09:39,30.7,-7.46,30.3,1,252,45364,-1,25.4,26.3,27.2,25.1
2024-10-15 12:09:40,30.9,-7.40,30.3,1,252,45368,-1,25.1,26.3,27.2,25.1
2024-10-15 12:09:41,30.9,-7.26,30.3,1,252,45372,-1,25.1,26.3,27.2,25.1
2024-10-15 12:09:42,30.9,-7.22,30.3,1,252,45376,-1,25.1,26.3,27.2,25.1
2024-10-15 12:09:43,30.7,-7.23,30.3,1,252,45380,-1,25.1,26.3,27.2,25.1
2024-10-15 12:09:44,30.8,-7.34,30.3,1,252,45385,-1,25.1,26.3,27.2,25.1
2024-10-15 12:09:45,31.0,-7.31,30.3,1,252,45389,-1,25.1,26.3,27.4,25.3
2024-10-15 12:09:46,30.7,-7.47,30.3,1,252,45393,-1,25.4,26.3,27.4,25.3
2024-10-15 12:09:47,30.7,-7.35,30.3,1,252,45397,-1,25.4,26.3,27.4,25.3
2024-10-15 12:09:48,30.8,-7.60,30.3,1,252,45401,-1,25.4,26.3,27.4,25.3
2024-10-15 12:09:49,30.8,-7.45,30.3,1,252,45405,-1,25.4,26.3,27.4,25.3
2024-10-15 12:09:50,30.8,-7.45,30.3,1,252,45410,-1,25.4,26.3,27.4,25.3
2024-10-15 12:09:51,30.9,-7.42,30.3,1,252,45414,-1,25.4,26.3,27.4,25.3
2024-10-15 12:09:52,30.7,-7.29,30.3,1,252,45418,-1,25.2,26.3,27.4,25.3
2024-10-15 12:09:53,30.7,-7.27,30.3,1,252,45422,-1,25.2,26.3,27.4,25.3
2024-10-15 12:09:54,30.8,-7.20,30.3,1,252,45426,-1,25.2,26.3,27.4,25.3
2024-10-15 12:09:55,30.8,-7.16,30.3,1,252,45431,-1,25.2,26.3,27.4,25.3
2024-10-15 12:09:56,30.7,-7.16,30.3,1,252,45435,-1,25.2,26.3,27.4,25.3
2024-10-15 12:09:57,30.7,-7.51,30.3,1,252,45439,-1,25.2,26.3,27.4,25.3
2024-10-15 12:09:58,30.6,-7.36,30.3,1,252,45443,-1,25.3,26.3,27.4,25.3
2024-10-15 12:09:59,30.6,-7.41,30.3,1,252,45447,-1,25.3,26.3,27.4,25.3
2024-10-15 12:10:00,30.7,-7.43,30.3,1,252,45452,-1,25.3,26.3,27.4,25.3
2024-10-15 12:10:01,30.6,-7.29,30.3,1,252,45456,-1,25.3,26.3,27.4,25.3
2024-10-15 12:10:02,30.8,-7.27,30.3,1,252,45460,-1,25.3,26.3,27.4,25.3
2024-10-15 12:10:03,30.7,-7.18,30.3,1,252,45464,-1,25.3,26.3,27.2,25.1
2024-10-15 12:10:04,30.7,-7.16,30.3,1,252,45468,-1,25.3,26.3,27.2,25.1
2024-10-15 12:10:05,30.6,-7.11,30.3,1,252,45472,-1,25.3,26.3,27.2,25.1
2024-10-15 12:10:06,30.6,-7.10,30.3,1,252,45477,-1,25.3,26.3,27.2,25.1
2024-10-15 12:10:07,30.5,-7.25,30.3,1,252,45481,-1,25.3,26.3,27.2,25.1
2024-10-15 12:10:08,30.7,-7.34,30.3,1,252,45485,-1,25.3,26.3,27.2,25.1
2024-10-15 12:10:09,30.5,-7.34,30.3,1,252,45489,-1,25.3,26.3,27.5,25.1
2024-10-15 12:10:10,30.5,-7.16,30.3,1,252,45493,-1,25.4,26.3,27.5,25.3
2024-10-15 12:10:11,30.5,-7.30,30.3,1,252,45498,-1,25.4,26.3,27.5,25.3
2024-10-15 12:10:12,30.5,-7.42,30.3,1,252,45502,-1,25.4,26.3,27.5,25.3
2024-10-15 12:10:13,30.7,-7.28,30.3,1,252,45506,-1,25.4,26.3,27.5,25.3
2024-10-15 12:10:14,30.8,-7.30,30.3,1,252,45510,-1,25.4,26.3,27.5,25.3
2024-10-15 12:10:15,30.8,-7.35,30.3,1,252,45514,-1,25.4,26.3,27.5,25.3
2024-10-15 12:10:16,30.7,-7.18,30.3,1,252,45518,-1,25.4,26.3,27.4,25.3
2024-10-15 12:10:17,30.8,-7.25,30.3,1,240,45523,-1,25.5,26.3,27.4,25.3
2024-10-15 12:10:18,30.7,-7.36,30.3,1,240,45527,-1,25.5,26.3,27.4,25.3
2024-10-15 12:10:19,30.8,-7.45,30.3,1,240,45531,-1,25.5,26.3,27.4,25.3
2024-10-15 12:10:20,30.7,-7.40,30.3,1,240,45535,-1,25.5,26.3,27.4,25.3
2024-10-15 12:10:21,30.6,-7.44,30.3,1,240,45539,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:22,30.5,-7.42,34.8,1,252,45544,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:23,30.6,-7.35,30.3,1,252,45548,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:24,30.9,-7.45,30.3,1,252,45552,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:25,30.7,-7.31,30.3,1,252,45556,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:26,30.6,-7.26,30.3,1,252,45560,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:27,30.5,-7.13,30.3,1,252,45565,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:28,30.7,-7.20,34.8,1,252,45569,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:29,30.6,-7.31,30.3,1,252,45573,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:30,30.6,-7.45,30.3,1,252,45577,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:31,30.3,-7.32,30.3,1,252,45581,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:32,30.5,-7.19,30.3,1,252,45585,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:33,30.4,-7.13,30.3,1,252,45590,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:34,30.6,-7.26,30.3,1,252,45594,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:35,30.6,-7.21,30.3,1,252,45598,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:36,30.7,-7.26,30.3,1,252,45602,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:37,30.6,-7.16,30.3,1,252,45606,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:38,30.5,-7.14,30.3,1,252,45611,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:39,30.5,-7.08,30.3,1,252,45615,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:40,30.5,-7.40,30.3,1,252,45619,-1,25.5,26.3,27.4,25.2
2024-10-15 12:10:41,30.5,-7.29,30.3,1,252,45623,-1,25.6,26.3,27.4,25.2
2024-10-15 12:10:42,30.5,-7.32,30.3,1,252,45627,-1,25.6,26.3,27.4,25.2
2024-10-15 12:10:43,30.3,-7.30,30.3,1,252,45631,-1,25.6,26.3,27.4,25.2
2024-10-15 12:10:44,30.4,-7.28,30.3,1,252,45636,-1,25.6,26.3,27.4,25.2
2024-10-15 12:10:45,30.6,-7.49,30.3,1,252,45640,-1,25.5,26.3,27.4,25.2
2024-10-15 12:10:46,30.6,-7.23,30.3,1,252,45644,-1,25.5,26.3,27.5,25.3
2024-10-15 12:10:47,30.5,-7.20,30.3,1,252,45648,-1,25.6,26.3,27.5,25.3
2024-10-15 12:10:48,30.6,-7.13,30.3,1,252,45652,-1,25.6,26.3,27.5,25.3
2024-10-15 12:10:49,30.5,-7.16,30.3,1,252,45657,-1,25.6,26.3,27.5,25.3
2024-10-15 12:10:50,30.6,-7.17,30.3,1,252,45661,-1,25.6,26.3,27.5,25.3
2024-10-15 12:10:51,30.6,-7.34,30.3,1,252,45665,-1,25.6,26.3,27.5,25.3
2024-10-15 12:10:52,30.5,-7.34,30.3,1,252,45669,-1,25.6,26.3,27.4,25.2
2024-10-15 12:10:53,30.5,-7.25,30.3,1,252,45673,-1,25.5,26.3,27.4,25.2
2024-10-15 12:10:54,30.4,-7.32,30.3,1,252,45678,-1,25.5,26.3,27.4,25.2
2024-10-15 12:10:55,30.4,-7.30,30.3,1,252,45682,-1,25.5,26.3,27.4,25.2
2024-10-15 12:10:56,30.6,-7.34,30.3,1,252,45686,-1,25.5,26.3,27.4,25.2
2024-10-15 12:10:57,30.6,-7.27,30.3,1,252,45690,-1,25.5,26.3,27.4,25.2
2024-10-15 12:10:58,30.6,-7.22,30.3,1,252,45694,-1,25.5,26.3,27.4,25.2
2024-10-15 12:10:59,30.4,-7.16,30.3,1,252,45698,-1,25.5,26.3,27.4,25.2
2024-10-15 12:11:00,30.4,-7.15,30.3,1,252,45703,-1,25.5,26.3,27.4,25.2
2024-10-15 12:11:01,30.4,-7.39,30.3,1,252,45707,-1,25.5,26.3,27.4,25.2
2024-10-15 12:11:02,30.5,-7.28,30.3,1,252,45711,-1,25.5,26.3,27.4,25.2
2024-10-15 12:11:03,30.6,-7.38,30.3,1,252,45715,-1,25.5,26.3,27.4,25.2
2024-10-15 12:11:04,30.3,-7.31,30.3,1,252,45719,-1,25.5,26.3,27.4,25.2
2024-10-15 12:11:05,30.4,-7.28,30.3,1,252,45723,-1,25.5,26.3,27.4,25.2
2024-10-15 12:11:06,30.2,-7.40,30.3,1,252,45728,-1,25.5,26.3,27.4,25.2
2024-10-15 12:11:07,30.6,-7.19,30.3,1,252,45732,-1,25.5,26.3,27.4,25.2
2024-10-15 12:11:08,30.5,-7.16,30.3,1,252,45736,-1,25.5,26.3,27.4,25.2
2024-10-15 12:11:09,30.6,-7.21,30.3,1,252,45740,-1,25.5,26.3,27.4,25.2
2024-10-15 12:11:10,30.6,-7.14,30.3,1,252,45744,-1,25.5,26.3,27.4,25.3
2024-10-15 12:11:11,30.4,-7.12,30.3,1,252,45749,-1,25.5,26.3,27.5,25.3
2024-10-15 12:11:12,30.3,-7.35,30.3,1,252,45753,-1,25.5,26.3,27.5,25.3
2024-10-15 12:11:13,30.3,-7.20,30.3,1,252,45757,-1,25.5,26.3,27.5,25.3
2024-10-15 12:11:14,30.5,-7.35,30.3,1,252,45761,-1,25.5,26.3,27.5,25.3
2024-10-15 12:11:15,30.2,-7.16,30.3,1,252,45765,-1,25.5,26.3,27.5,25.3
2024-10-15 12:11:16,30.3,-7.11,30.3,1,252,45770,-1,25.5,26.3,27.5,25.3
2024-10-15 12:11:17,30.3,-7.10,30.3,1,252,45774,-1,25.5,26.3,27.5,25.3
2024-10-15 12:11:18,30.3,-7.16,30.3,1,252,45778,-1,25.5,26.3,27.5,25.3
2024-10-15 12:11:19,30.5,-7.13,30.3,1,252,45782,-1,25.5,26.3,27.5,25.3
2024-10-15 12:11:20,30.6,-7.14,30.3,1,252,45786,-1,25.5,26.3,27.5,25.3
